aX,aY,aZ,gX,gY,gZ
"
0.985",1.318,0.302,-14.404,-101.318,24.719
"
0.943",1.226,0.208,15.015,-96.619,19.104
"
0.919",1.099,0.081,40.405,-80.505,14.282
"
0.887",1.013,-0.074,58.167,-62.744,7.263
"
0.857",0.969,-0.256,67.688,-45.166,-1.221
"
0.860",0.921,-0.398,69.702,-26.794,-9.521
"
0.860",0.881,-0.496,64.209,-11.047,-20.203
"
0.836",0.863,-0.538,53.650,2.136,-31.189
"
0.814",0.855,-0.535,41.382,12.878,-40.222
"
0.802",0.861,-0.503,29.968,20.935,-46.936
"
0.798",0.876,-0.468,22.156,27.100,-52.551
"
0.795",0.882,-0.436,20.569,29.907,-55.847
"
0.795",0.875,-0.422,24.170,28.870,-58.228
"
0.794",0.864,-0.445,31.006,25.818,-59.509
"
0.808",0.844,-0.472,38.330,20.264,-58.899
"
0.837",0.830,-0.482,42.603,12.634,-58.716
"
0.869",0.825,-0.477,41.931,2.197,-61.096
"
0.896",0.833,-0.436,38.086,-8.850,-65.369
"
0.924",0.857,-0.372,34.790,-20.386,-69.702
"
0.931",0.877,-0.306,34.302,-33.020,-73.120
"
0.937",0.892,-0.226,34.790,-45.654,-74.768
"
0.917",0.898,-0.135,35.400,-56.458,-75.256
"
0.864",0.903,-0.055,37.354,-60.791,-75.256
"
0.818",0.898,0.016,40.710,-58.228,-74.890
"
0.785",0.904,0.059,44.617,-48.889,-75.562
"
0.741",0.865,0.081,47.119,-36.499,-78.186
"
0.681",0.794,0.126,47.241,-24.719,-82.214
"
0.621",0.733,0.140,45.410,-13.916,-84.595
"
0.630",0.673,0.150,43.640,-3.967,-83.557
"
0.652",0.615,0.145,42.908,5.493,-81.177
"
0.678",0.580,0.118,43.823,13.000,-77.515
"
0.754",0.555,0.073,44.006,15.869,-72.266
"
0.840",0.537,0.036,40.649,11.597,-68.176
"
0.851",0.501,0.050,34.424,1.526,-69.275
"
0.810",0.499,0.122,28.870,-9.949,-70.679
"
0.754",0.476,0.193,28.748,-23.193,-67.139
"
0.720",0.424,0.227,35.095,-31.616,-60.852
"
0.700",0.376,0.201,42.664,-31.494,-56.519
"
0.698",0.308,0.177,46.631,-25.818,-53.040
"
0.680",0.237,0.153,45.227,-18.311,-50.415
"
0.695",0.176,0.135,41.260,-11.414,-47.363
"
0.726",0.121,0.117,36.682,-5.859,-44.373
"
0.750",0.046,0.106,32.410,-1.099,-42.786
"
0.768",-0.020,0.088,28.564,4.883,-40.222
"
0.830",-0.053,0.057,25.635,12.085,-34.302
"
0.955",-0.101,0.024,24.109,18.005,-29.175
"
1.035",-0.136,-0.012,24.780,17.456,-28.625
"
1.025",-0.198,-0.029,25.574,6.897,-28.931
"
1.000",-0.265,-0.021,23.132,-9.033,-26.062
"
0.928",-0.329,0.019,15.381,-26.794,-20.386
"
0.856",-0.408,0.091,5.005,-41.321,-11.963
"
0.788",-0.470,0.166,-5.798,-46.082,-4.822
"
0.763",-0.522,0.212,-15.625,-39.856,-1.465
"
0.764",-0.561,0.197,-24.475,-25.085,-1.160
"
0.794",-0.613,0.146,-32.227,-5.493,-1.404
"
0.880",-0.672,0.100,-40.405,15.198,-0.977
"
0.989",-0.704,0.035,-48.950,26.611,-0.916
"
1.032",-0.761,-0.007,-55.359,21.362,-1.587
"
0.980",-0.831,-0.017,-59.326,8.179,-4.883
"
0.889",-0.869,-0.016,-63.232,-1.770,-10.071
"
0.832",-0.884,-0.006,-68.542,-2.563,-13.550
"
0.814",-0.871,-0.014,-73.364,6.775,-15.076
"
0.847",-0.868,-0.050,-77.026,28.015,-15.198
"
0.934",-0.855,-0.100,-79.407,56.885,-12.817
"
1.065",-0.814,-0.162,-80.566,83.252,-8.484
"
1.223",-0.758,-0.228,-79.163,95.459,-4.944
"
1.337",-0.683,-0.300,-73.059,87.402,-5.920
"
1.353",-0.642,-0.328,-62.073,60.242,-11.414
"
1.284",-0.645,-0.324,-48.645,21.545,-18.188
"
1.181",-0.687,-0.290,-35.522,-17.029,-23.193
"
1.084",-0.714,-0.256,-24.414,-47.852,-24.536
"
1.006",-0.733,-0.221,-15.381,-65.674,-22.278
"
0.969",-0.770,-0.194,-8.362,-71.594,-18.311
"
0.961",-0.800,-0.170,-5.493,-66.528,-15.564
"
0.987",-0.808,-0.139,-6.531,-55.786,-14.099
"
1.017",-0.777,-0.108,-8.789,-47.119,-13.062
"
1.037",-0.758,-0.066,-8.911,-43.823,-11.841
"
1.029",-0.749,-0.016,-7.141,-45.532,-9.766
"
1.019",-0.745,0.043,-3.540,-47.791,-5.981
"
1.005",-0.730,0.101,1.221,-47.974,-1.526
"
0.998",-0.719,0.144,6.836,-44.434,3.296
"
1.009",-0.745,0.198,13.855,-35.828,8.606
"
1.015",-0.750,0.201,20.691,-23.560,12.878
"
1.055",-0.763,0.184,27.161,-8.362,17.456
"
1.101",-0.767,0.143,33.508,7.629,21.179
"
1.155",-0.765,0.079,39.307,22.705,23.804
"
1.230",-0.760,-0.004,44.006,33.752,24.536
"
1.292",-0.756,-0.098,46.509,38.635,20.874
"
1.308",-0.771,-0.168,45.654,38.391,13.306
"
1.286",-0.797,-0.199,41.748,36.072,4.883
"
1.259",-0.814,-0.202,35.461,34.241,-0.977
"
1.222",-0.824,-0.179,28.931,34.790,-4.211
"
1.180",-0.831,-0.152,22.400,37.170,-4.639
"
1.146",-0.812,-0.095,16.235,39.978,-2.441
"
1.104",-0.781,-0.034,12.573,41.992,0.183
"
1.043",-0.748,0.025,11.963,42.908,3.662
"
0.975",-0.730,0.080,14.587,44.067,9.338
"
0.918",-0.726,0.111,19.836,46.631,16.602
"
0.880",-0.693,0.128,26.428,49.866,25.146
"
0.865",-0.642,0.137,34.851,48.645,35.889
"
0.871",-0.563,0.125,46.204,38.269,49.622
"
0.862",-0.502,0.100,59.692,16.663,66.589
"
0.860",-0.450,0.087,74.097,-11.902,84.473
"
0.868",-0.391,0.039,84.961,-44.250,99.976
"
0.850",-0.399,-0.025,86.426,-76.538,109.924
"
0.750",-0.412,-0.072,70.862,-98.267,109.375
"
0.617",-0.387,-0.055,35.156,-94.055,97.961
"
0.502",-0.299,-0.002,-15.747,-56.763,79.895
"
0.469",-0.131,0.055,-70.129,2.014,61.462
"
0.471",0.026,0.081,-111.877,59.082,50.537
"

1.173",1.122,0.191,-9.338,-17.029,59.509
"
1.183",1.080,0.150,6.348,-13.794,44.678
"
1.096",1.007,0.066,22.705,-11.047,24.597
"
0.941",0.884,-0.040,39.307,-11.414,5.371
"
0.775",0.777,-0.175,53.223,-10.315,-6.836
"
0.662",0.695,-0.301,61.218,-7.202,-12.085
"
0.599",0.647,-0.418,61.462,-1.038,-12.634
"
0.593",0.613,-0.513,54.871,7.629,-10.376
"
0.635",0.596,-0.565,42.664,15.076,-8.484
"
0.693",0.605,-0.563,27.893,17.578,-8.789
"
0.742",0.629,-0.513,15.686,11.902,-9.583
"
0.773",0.675,-0.437,8.667,0.122,-10.376
"
0.793",0.699,-0.375,8.423,-12.573,-11.536
"
0.812",0.694,-0.323,14.954,-23.315,-11.108
"
0.840",0.682,-0.296,22.278,-29.541,-8.606
"
0.884",0.670,-0.282,26.855,-31.311,-4.883
"
0.929",0.656,-0.280,29.724,-28.748,-1.831
"
0.988",0.648,-0.290,29.236,-22.400,-0.366
"
1.051",0.666,-0.286,24.048,-14.771,-1.282
"
1.095",0.687,-0.270,17.090,-9.644,-6.653
"
1.100",0.684,-0.241,11.353,-8.911,-14.893
"
1.089",0.696,-0.200,8.240,-12.268,-21.301
"
1.082",0.723,-0.141,7.629,-19.714,-25.269
"
1.059",0.748,-0.087,8.789,-30.579,-29.053
"
1.019",0.766,-0.027,9.277,-42.297,-32.837
"
0.979",0.757,0.046,9.155,-51.697,-35.217
"
0.943",0.774,0.105,10.254,-55.237,-36.926
"
0.936",0.792,0.135,13.977,-50.842,-37.598
"
0.953",0.817,0.104,20.020,-41.626,-37.354
"
0.989",0.807,0.056,25.146,-34.424,-36.621
"
0.996",0.789,0.010,24.963,-35.278,-38.086
"
0.969",0.801,-0.001,18.494,-42.114,-40.955
"
0.900",0.837,0.023,9.460,-52.795,-44.189
"
0.811",0.853,0.073,1.770,-62.927,-48.035
"
0.771",0.872,0.132,-4.456,-67.139,-51.514
"
0.762",0.918,0.201,-7.812,-65.613,-55.542
"
0.760",0.943,0.258,-6.226,-61.523,-61.768
"
0.744",0.964,0.294,0.916,-53.467,-66.101
"
0.725",0.930,0.288,13.428,-42.786,-66.406
"
0.710",0.855,0.256,27.222,-33.264,-65.674
"
0.678",0.764,0.219,37.537,-25.024,-65.979
"
0.621",0.699,0.185,41.687,-18.066,-67.139
"
0.561",0.641,0.188,39.978,-11.475,-69.580
"
0.495",0.585,0.220,35.217,-3.784,-72.205
"
0.445",0.534,0.249,30.518,5.371,-72.693
"
0.446",0.511,0.290,31.860,13.245,-70.862
"
0.480",0.494,0.309,39.978,19.592,-66.833
"
0.589",0.477,0.265,53.650,27.832,-57.068
"
0.763",0.467,0.153,71.472,33.875,-45.471
"
0.891",0.463,0.016,86.670,31.738,-40.955
"
0.931",0.382,-0.094,92.529,23.560,-43.518
"
0.914",0.293,-0.143,87.280,18.005,-49.744
"
0.856",0.229,-0.156,74.402,18.677,-56.763
"
0.782",0.127,-0.126,59.265,23.987,-60.547
"
0.741",0.043,-0.097,44.312,36.072,-61.096
"
0.797",0.011,-0.072,30.640,54.138,-59.937
"
0.896",0.026,-0.080,22.461,68.115,-56.519
"
0.999",0.031,-0.098,21.973,69.641,-51.392
"
1.072",0.020,-0.121,26.062,62.073,-45.898
"
1.125",-0.014,-0.156,30.151,49.133,-42.358
"
1.129",-0.083,-0.166,31.311,32.166,-42.236
"
1.069",-0.153,-0.169,28.015,18.127,-44.434
"
0.974",-0.223,-0.161,18.433,9.460,-46.692
"
0.888",-0.287,-0.106,2.869,6.042,-46.509
"
0.814",-0.323,-0.027,-13.855,5.493,-45.410
"
0.745",-0.341,0.044,-28.137,8.301,-44.067
"
0.718",-0.366,0.098,-37.292,15.747,-42.603
"
0.731",-0.357,0.109,-42.114,26.062,-41.077
"
0.763",-0.363,0.084,-43.823,33.142,-37.415
"
0.817",-0.377,0.056,-41.077,36.377,-31.067
"
0.869",-0.386,0.024,-36.682,35.583,-24.841
"
0.907",-0.413,-0.025,-31.921,28.381,-19.104
"
0.924",-0.451,-0.070,-27.771,16.113,-15.503
"
0.914",-0.475,-0.077,-26.123,-0.427,-12.390
"
0.880",-0.513,-0.052,-27.344,-19.653,-8.423
"
0.820",-0.565,-0.003,-29.419,-36.072,-5.615
"
0.750",-0.602,0.041,-31.738,-44.373,-5.249
"
0.698",-0.595,0.083,-34.485,-44.006,-4.700
"
0.700",-0.583,0.105,-36.194,-39.673,-1.831
"
0.747",-0.561,0.106,-35.522,-35.522,5.493
"
0.832",-0.510,0.089,-30.640,-32.715,17.151
"
0.975",-0.464,0.044,-21.851,-30.884,30.457
"
1.146",-0.431,-0.025,-10.986,-29.358,39.185
"
1.266",-0.398,-0.107,-1.770,-31.006,38.025
"
1.314",-0.393,-0.161,4.639,-38.879,30.334
"
1.304",-0.417,-0.173,7.080,-50.354,19.653
"
1.244",-0.457,-0.153,5.432,-62.317,9.216
"
1.163",-0.497,-0.104,0.854,-70.068,1.343
"
1.083",-0.536,-0.040,-5.554,-71.228,-4.028
"
1.018",-0.562,0.025,-12.268,-66.528,-8.362
"
1.000",-0.557,0.078,-17.517,-56.152,-10.315
"
1.021",-0.532,0.118,-19.104,-42.786,-10.681
"
1.050",-0.517,0.141,-15.503,-32.837,-9.583
"
1.078",-0.528,0.153,-7.202,-28.625,-6.897
"
1.113",-0.559,0.146,3.357,-27.100,-3.784
"
1.125",-0.592,0.123,13.855,-27.039,-2.075
"
1.117",-0.635,0.097,22.827,-28.137,-0.732
"
1.097",-0.676,0.074,27.222,-28.503,0.916
"
1.064",-0.698,0.065,27.039,-26.428,2.930
"
1.044",-0.704,0.074,23.804,-19.653,5.371
"
1.046",-0.701,0.095,19.531,-8.484,6.470
"
1.048",-0.678,0.104,15.808,4.639,5.188
"
1.045",-0.697,0.110,14.893,18.921,3.113
"
1.039",-0.714,0.101,16.663,33.936,-0.122
"
1.040",-0.731,0.071,18.738,48.096,-2.258
"
1.052",-0.747,0.045,21.057,59.631,-3.357
"
1.088",-0.777,0.033,23.743,66.956,-4.211
"
1.120",-0.790,0.020,27.649,66.589,-4.944
"
1.114",-0.801,0.008,32.227,56.396,-3.113
"
1.110",-0.825,0.018,36.926,43.518,2.136
"
1.111",-0.839,0.042,39.673,32.471,9.949
"
1.116",-0.829,0.066,41.687,24.475,17.090
"
1.123",-0.810,0.083,43.335,20.142,22.949
"
1.124",-0.799,0.105,44.556,19.775,27.405
"
1.122",-0.796,0.115,45.044,25.146,30.273
"
1.112",-0.796,0.125,43.701,37.292,31.555
"
1.092",-0.770,0.127,41.077,54.077,31.250
"
1.092",-0.724,0.097,39.185,68.481,32.349
"
1.105",-0.682,0.062,39.551,74.402,38.086
"

0.950",1.356,0.185,-83.435,-21.240,64.148
"
0.927",1.281,0.194,-57.251,-62.134,48.584
"
0.864",1.197,0.177,-36.133,-86.548,36.194
"
0.834",1.096,0.180,-22.766,-92.346,29.907
"
0.845",1.026,0.176,-16.174,-89.111,23.987
"
0.857",0.986,0.188,-12.329,-82.397,17.029
"
0.868",0.955,0.198,-6.287,-73.792,10.864
"
0.880",0.950,0.175,2.136,-62.439,3.662
"
0.883",0.932,0.141,12.939,-49.561,-4.089
"
0.865",0.884,0.074,25.757,-40.405,-13.245
"
0.841",0.827,-0.009,36.865,-34.729,-20.081
"
0.830",0.791,-0.069,42.969,-31.128,-24.292
"
0.822",0.768,-0.109,43.884,-24.963,-28.259
"
0.813",0.749,-0.138,42.114,-14.099,-31.677
"
0.820",0.753,-0.157,39.063,-2.625,-33.508
"
0.827",0.745,-0.178,36.438,7.141,-34.241
"
0.853",0.740,-0.210,35.156,14.771,-33.325
"
0.900",0.756,-0.245,33.386,19.531,-31.677
"
0.956",0.784,-0.253,31.494,20.569,-32.349
"
0.983",0.808,-0.240,30.640,16.418,-37.903
"
1.001",0.826,-0.210,31.372,7.080,-46.387
"
1.015",0.827,-0.173,32.593,-7.324,-54.871
"
0.990",0.815,-0.130,35.339,-26.062,-62.012
"
0.924",0.809,-0.080,39.001,-43.884,-66.345
"
0.853",0.812,-0.020,41.687,-54.321,-66.772
"
0.820",0.805,0.025,42.908,-55.786,-65.247
"
0.802",0.778,0.070,40.710,-49.500,-62.622
"
0.783",0.769,0.093,34.607,-39.001,-61.096
"
0.768",0.782,0.105,25.696,-27.771,-60.791
"
0.758",0.795,0.108,16.724,-15.869,-60.242
"
0.762",0.801,0.104,10.132,-5.554,-57.495
"
0.763",0.836,0.116,4.822,0.549,-54.932
"
0.800",0.891,0.128,0.183,1.282,-54.504
"
0.829",0.909,0.169,-2.747,-3.662,-57.861
"
0.791",0.851,0.216,0.610,-11.108,-64.758
"
0.708",0.750,0.278,11.169,-16.724,-72.083
"
0.641",0.639,0.312,23.926,-14.465,-75.195
"
0.614",0.565,0.311,33.997,-0.793,-74.097
"
0.633",0.516,0.263,41.382,20.630,-70.251
"
0.659",0.488,0.211,44.067,38.025,-65.369
"
0.714",0.472,0.141,43.762,46.997,-57.617
"
0.798",0.451,0.067,43.945,47.302,-47.852
"
0.857",0.444,0.011,42.603,39.001,-40.588
"
0.909",0.414,-0.017,40.527,26.428,-36.682
"
0.942",0.361,-0.036,39.246,13.062,-36.499
"
0.923",0.304,-0.045,37.109,1.038,-40.588
"
0.879",0.228,-0.005,31.982,-5.432,-46.509
"
0.832",0.179,0.051,23.437,-7.874,-49.438
"
0.804",0.138,0.099,13.000,-7.263,-47.241
"
0.823",0.117,0.138,2.869,-2.441,-45.349
"
0.806",0.110,0.173,-7.751,2.441,-46.204
"
0.784",0.079,0.208,-19.287,7.324,-45.959
"
0.794",0.027,0.225,-30.090,16.357,-44.617
"
0.833",-0.012,0.217,-40.466,31.921,-45.532
"
0.922",-0.038,0.190,-49.927,49.011,-47.058
"
0.998",-0.095,0.182,-55.054,61.035,-48.401
"
1.026",-0.147,0.156,-51.880,64.453,-47.852
"
1.012",-0.267,0.123,-40.771,57.129,-42.114
"
0.991",-0.394,0.075,-26.672,42.908,-31.677
"
0.968",-0.497,0.031,-15.564,26.367,-20.142
"
0.953",-0.595,-0.007,-10.315,9.888,-8.667
"
0.954",-0.657,-0.030,-9.583,-5.493,0.305
"
0.966",-0.689,-0.039,-14.282,-20.325,6.348
"
0.957",-0.697,-0.025,-23.743,-32.654,10.132
"
0.959",-0.704,0.008,-33.447,-33.630,10.864
"
1.012",-0.698,0.024,-41.443,-20.325,10.315
"
1.123",-0.713,0.004,-46.021,2.563,9.521
"
1.233",-0.756,-0.068,-43.640,26.123,6.470
"
1.317",-0.788,-0.152,-37.048,45.227,-0.061
"
1.356",-0.797,-0.236,-30.762,52.490,-7.751
"
1.333",-0.784,-0.303,-25.574,44.739,-16.541
"
1.243",-0.763,-0.351,-20.203,24.597,-23.376
"
1.089",-0.764,-0.375,-13.550,-0.244,-25.879
"
0.981",-0.766,-0.377,-6.714,-21.423,-21.667
"
0.932",-0.764,-0.364,0.366,-36.194,-11.475
"
0.918",-0.750,-0.338,8.789,-45.593,0.122
"
0.916",-0.748,-0.304,17.944,-52.246,9.460
"
0.909",-0.747,-0.288,24.536,-55.969,15.503
"
0.949",-0.723,-0.289,25.879,-53.772,18.188
"
1.000",-0.686,-0.285,21.545,-49.255,16.968
"
1.030",-0.671,-0.265,13.733,-47.180,12.390
"
1.023",-0.665,-0.230,3.906,-46.204,5.859
"
0.997",-0.662,-0.173,-6.592,-44.922,-0.061
"
0.959",-0.682,-0.103,-15.442,-42.664,-3.784
"
0.939",-0.688,-0.021,-22.827,-39.429,-4.456
"
0.943",-0.657,0.070,-27.527,-37.720,-2.563
"
0.954",-0.625,0.162,-26.489,-38.818,0.793
"
0.952",-0.614,0.251,-19.287,-39.917,4.822
"
0.921",-0.621,0.297,-8.118,-38.269,8.179
"
0.897",-0.657,0.315,3.906,-31.799,11.902
"
0.889",-0.679,0.306,14.832,-20.874,15.564
"
0.891",-0.690,0.267,23.743,-8.301,16.907
"
0.922",-0.703,0.214,29.602,3.662,16.113
"
0.943",-0.721,0.158,31.677,12.939,11.719
"
0.932",-0.756,0.105,30.579,20.142,4.822
"
0.917",-0.784,0.071,26.733,26.062,-0.854
"
0.926",-0.793,0.055,20.630,32.837,-3.906
"
0.940",-0.783,0.049,14.771,36.072,-3.296
"
0.956",-0.766,0.072,11.230,34.241,1.099
"
0.968",-0.745,0.106,10.742,29.846,8.484
"
0.984",-0.740,0.131,13.489,26.428,16.602
"
1.002",-0.721,0.153,18.250,27.100,23.437
"
1.024",-0.705,0.144,23.682,32.593,28.687
"
1.054",-0.686,0.116,29.053,37.903,31.372
"
1.097",-0.638,0.084,32.654,38.086,31.494
"
1.152",-0.612,0.046,34.485,30.945,29.602
"
1.183",-0.599,0.001,34.851,14.404,26.611
"
1.180",-0.580,-0.004,31.799,-8.240,23.560
"
1.132",-0.573,0.038,24.048,-30.151,18.738
"
1.064",-0.568,0.088,13.367,-38.940,9.338
"
1.001",-0.552,0.134,1.099,-26.794,-7.751
"
0.917",-0.517,0.170,-13.977,5.066,-30.334
"
0.860",-0.453,0.159,-30.579,48.401,-47.485
"
0.858",-0.358,0.088,-43.213,86.304,-50.537
"
0.843",-0.233,0.014,-45.349,100.891,-41.565
"
0.795",-0.148,-0.090,-37.231,93.628,-24.170
"
0.661",-0.111,-0.174,-26.123,80.505,-1.892
"
0.524",-0.054,-0.281,-19.531,75.562,24.475
"
0.413",0.072,-0.351,-20.630,80.017,53.772
"

0.276",1.869,-0.745,-46.021,68.848,238.708
"
0.451",2.052,-0.806,-69.641,60.547,239.502
"
0.590",2.232,-0.798,-103.577,57.068,226.624
"
0.799",2.311,-0.651,-141.663,40.833,206.787
"
1.016",2.290,-0.380,-171.387,15.930,187.073
"
1.229",2.205,-0.055,-181.213,-23.865,165.894
"
1.366",2.018,0.318,-167.175,-76.904,141.541
"
1.409",1.767,0.671,-132.629,-135.376,121.826
"
1.386",1.575,0.954,-89.539,-196.228,109.558
"
1.355",1.477,1.167,-46.204,-235.718,102.417
"
1.266",1.429,1.237,-1.648,-240.173,91.919
"
1.049",1.328,1.096,44.678,-207.031,71.716
"
0.777",1.185,0.786,85.999,-146.545,44.006
"
0.549",1.016,0.388,115.662,-75.500,16.296
"
0.445",0.842,-0.026,127.991,-6.958,-2.747
"
0.481",0.707,-0.371,124.756,49.133,-10.986
"
0.570",0.596,-0.674,111.084,84.167,-9.949
"
0.696",0.512,-0.870,91.370,93.201,-4.883
"
0.814",0.486,-0.950,66.406,83.496,-1.099
"
0.924",0.528,-0.904,39.490,66.284,-1.770
"
0.986",0.600,-0.773,17.334,44.678,-7.507
"
0.993",0.631,-0.626,4.700,19.104,-15.930
"
0.958",0.666,-0.487,-0.244,-5.005,-23.071
"
0.911",0.713,-0.364,0.244,-24.292,-27.161
"
0.861",0.736,-0.271,6.775,-37.903,-26.672
"
0.832",0.722,-0.203,18.066,-44.678,-22.888
"
0.809",0.695,-0.182,27.893,-44.189,-18.250
"
0.817",0.668,-0.181,32.471,-37.048,-13.916
"
0.848",0.660,-0.177,31.067,-26.062,-12.024
"
0.879",0.661,-0.169,25.818,-14.160,-13.855
"
0.894",0.656,-0.160,18.616,-2.808,-18.677
"
0.902",0.657,-0.157,10.620,6.226,-24.719
"
0.917",0.667,-0.129,4.333,11.169,-30.151
"
0.924",0.697,-0.096,1.221,11.719,-34.851
"
0.913",0.729,-0.061,3.235,7.263,-38.635
"
0.890",0.740,-0.005,8.423,-1.221,-41.016
"
0.853",0.750,0.039,14.954,-10.742,-41.504
"
0.819",0.749,0.071,22.827,-18.066,-40.894
"
0.804",0.774,0.084,31.250,-21.118,-39.490
"
0.784",0.790,0.076,40.405,-18.799,-39.856
"
0.772",0.787,0.046,46.692,-11.475,-43.152
"
0.762",0.767,0.007,48.035,-2.869,-47.791
"
0.777",0.757,-0.022,46.204,4.761,-52.734
"
0.789",0.736,-0.037,43.152,11.475,-59.143
"
0.785",0.692,-0.045,40.405,16.235,-65.125
"
0.754",0.654,-0.038,37.964,18.372,-67.749
"
0.741",0.625,-0.024,35.583,19.592,-67.627
"
0.744",0.601,0.009,34.180,19.714,-65.979
"
0.758",0.609,0.046,36.316,18.066,-61.768
"
0.783",0.622,0.077,43.213,13.489,-56.641
"
0.788",0.631,0.084,52.124,4.761,-52.185
"
0.784",0.625,0.076,62.378,-5.127,-48.950
"
0.797",0.616,0.044,70.374,-11.414,-48.340
"
0.787",0.563,0.014,73.120,-15.808,-51.025
"
0.770",0.474,0.029,69.824,-16.479,-54.749
"
0.727",0.410,0.056,62.317,-14.160,-58.228
"
0.702",0.343,0.103,55.481,-9.094,-58.899
"
0.705",0.299,0.125,52.673,-2.380,-56.885
"
0.717",0.272,0.119,53.345,4.028,-54.321
"
0.760",0.274,0.109,55.115,8.667,-52.490
"
0.818",0.290,0.077,55.420,8.728,-51.392
"
0.825",0.264,0.062,53.955,2.563,-50.964
"
0.818",0.232,0.048,53.284,-3.723,-50.171
"
0.814",0.176,0.026,51.758,-7.507,-49.377
"
0.797",0.105,0.018,47.974,-7.812,-48.950
"
0.771",0.041,0.010,42.480,-4.089,-49.194
"
0.775",-0.004,-0.001,35.156,2.686,-47.913
"
0.808",-0.025,-0.014,26.123,8.118,-45.837
"
0.834",-0.056,0.002,16.968,8.911,-43.274
"
0.825",-0.093,0.027,9.094,5.737,-39.856
"
0.814",-0.133,0.063,3.662,2.075,-34.424
"
0.814",-0.166,0.091,1.282,0.061,-29.663
"
0.855",-0.170,0.102,1.709,0.122,-26.367
"
0.886",-0.178,0.122,2.625,-2.258,-24.475
"
0.906",-0.206,0.141,4.395,-8.484,-20.935
"
0.914",-0.238,0.160,7.202,-15.442,-16.602
"
0.927",-0.274,0.167,8.728,-19.043,-11.963
"
0.929",-0.351,0.136,7.935,-15.625,-8.057
"
0.946",-0.432,0.080,3.540,-4.089,-5.981
"
1.000",-0.471,0.017,-4.822,11.963,-6.042
"
1.100",-0.488,-0.050,-15.991,25.208,-6.897
"
1.197",-0.500,-0.101,-26.001,29.114,-8.179
"
1.253",-0.502,-0.119,-32.410,23.499,-10.498
"
1.274",-0.500,-0.113,-34.668,10.376,-12.634
"
1.264",-0.504,-0.075,-32.532,-5.981,-15.259
"
1.207",-0.522,-0.024,-29.297,-22.583,-18.677
"
1.118",-0.547,0.013,-23.743,-33.752,-22.522
"
1.034",-0.583,0.029,-17.029,-37.292,-26.184
"
0.960",-0.645,0.014,-12.024,-34.485,-27.588
"
0.913",-0.697,-0.026,-10.620,-27.100,-26.489
"
0.913",-0.716,-0.081,-13.062,-17.761,-21.851
"
0.965",-0.717,-0.135,-15.991,-7.996,-15.625
"
1.032",-0.694,-0.194,-17.761,0.610,-11.230
"
1.119",-0.656,-0.264,-18.250,5.798,-9.399
"
1.191",-0.633,-0.320,-17.944,5.737,-9.949
"
1.237",-0.627,-0.354,-17.273,1.099,-13.000
"
1.231",-0.647,-0.357,-17.212,-7.202,-17.456
"
1.177",-0.651,-0.323,-17.822,-17.883,-21.118
"
1.101",-0.653,-0.251,-19.470,-28.381,-22.888
"
1.028",-0.658,-0.157,-20.508,-34.058,-22.156
"
0.978",-0.658,-0.055,-20.386,-32.593,-20.203
"
0.959",-0.653,0.028,-19.592,-25.879,-16.296
"
0.971",-0.643,0.089,-16.479,-17.883,-11.658
"
0.986",-0.647,0.129,-10.376,-11.841,-6.958
"
0.993",-0.660,0.149,-3.113,-7.629,-3.052
"
0.997",-0.668,0.148,3.723,-3.723,-0.549
"
1.003",-0.686,0.144,9.338,1.343,1.770
"
1.016",-0.703,0.131,13.062,8.301,3.235
"
1.034",-0.712,0.102,15.015,17.395,3.906
"
1.049",-0.730,0.064,17.517,27.344,2.625
"
1.044",-0.753,0.013,19.775,35.156,0.916
"
1.043",-0.781,-0.024,20.508,41.382,-0.244
"
1.032",-0.803,-0.047,20.203,45.227,-0.488
"
1.039",-0.833,-0.060,19.348,47.363,0.793
"
1.082",-0.821,-0.056,18.005,47.852,4.395
"
1.125",-0.773,-0.053,17.822,43.884,7.996
"
1.171",-0.762,-0.036,20.935,34.851,11.719
"
1.184",-0.750,-0.014,26.245,23.193,13.855
"
1.158",-0.749,-0.021,31.311,12.939,13.123
"

1.187",1.090,0.322,-45.288,-56.458,69.153
"
1.232",1.041,0.302,-20.203,-59.143,58.472
"
1.262",0.984,0.275,3.967,-61.768,50.720
"
1.243",0.952,0.214,24.841,-63.293,39.856
"
1.188",0.918,0.108,40.405,-59.937,22.400
"
1.090",0.856,-0.002,50.659,-48.889,2.808
"
0.980",0.776,-0.102,56.091,-33.142,-12.939
"
0.875",0.704,-0.185,56.641,-16.052,-23.560
"
0.802",0.653,-0.243,52.979,-1.282,-29.907
"
0.767",0.624,-0.278,46.692,10.437,-32.471
"
0.773",0.624,-0.292,40.405,19.714,-32.043
"
0.808",0.630,-0.284,35.095,27.527,-30.579
"
0.859",0.645,-0.268,32.227,32.349,-30.334
"
0.908",0.669,-0.248,32.715,33.020,-31.128
"
0.951",0.671,-0.242,35.034,29.480,-33.081
"
0.975",0.661,-0.259,37.903,23.499,-35.950
"
0.986",0.653,-0.274,39.795,17.151,-38.757
"
0.988",0.638,-0.279,39.917,11.292,-40.588
"
0.993",0.625,-0.267,37.720,5.676,-40.955
"
0.997",0.636,-0.243,32.959,0.793,-40.344
"
1.013",0.655,-0.210,28.015,-2.930,-40.588
"
1.020",0.670,-0.164,23.926,-5.798,-43.274
