aX,aY,aZ,gX,gY,gZ
"

-0.240",0.275,2.123,-117.432,-10.925,-23.254
"
-0.253",0.279,2.156,-88.867,-7.141,-18.250
"
-0.259",0.208,2.145,-54.504,-6.714,-9.521
"
-0.235",0.096,2.085,-23.254,-9.766,0.183
"
-0.153",-0.030,2.081,-1.526,-12.451,6.775
"
-0.091",-0.081,2.216,10.437,-18.860,10.803
"
-0.179",-0.060,2.247,23.987,-28.748,12.939
"
-0.254",-0.079,2.068,47.058,-21.484,15.320
"
-0.232",-0.116,1.881,69.031,6.958,17.456
"
-0.171",-0.132,1.797,79.407,33.630,18.250
"
-0.091",-0.099,1.823,84.778,39.307,20.813
"
-0.053",-0.054,1.868,94.604,26.489,25.208
"
-0.075",-0.039,1.903,109.741,7.385,29.480
"
-0.098",-0.021,1.921,125.122,-6.287,33.936
"
-0.121",-0.014,1.939,139.893,-12.268,37.109
"
-0.166",-0.007,1.941,155.518,-11.169,40.222
"
-0.199",-0.020,1.899,172.852,-4.578,44.861
"
-0.221",-0.036,1.860,190.186,6.592,50.293
"
-0.231",-0.056,1.772,204.529,19.409,55.054
"
-0.235",-0.066,1.685,215.271,31.982,59.753
"
-0.230",-0.087,1.577,226.501,43.091,64.331
"
-0.209",-0.095,1.521,234.985,53.467,67.688
"
-0.198",-0.063,1.486,238.586,62.866,69.031
"
-0.200",-0.028,1.463,246.094,65.674,70.618
"
-0.213",-0.000,1.395,258.423,63.293,75.806
"
-0.213",-0.000,1.321,273.376,60.059,82.581
"
-0.222",-0.013,1.247,285.828,59.875,87.891
"
-0.211",-0.011,1.135,295.288,64.758,93.506
"
-0.159",-0.034,1.005,303.040,73.059,98.816
"
-0.141",-0.078,0.904,302.307,82.947,98.755
"
-0.151",-0.086,0.802,295.349,95.032,95.886
"
-0.129",-0.087,0.734,288.452,110.046,93.628
"
-0.114",-0.069,0.694,281.372,125.549,89.844
"
-0.117",-0.016,0.621,278.015,139.465,87.769
"
-0.045",-0.002,0.522,282.715,150.208,88.196
"
0.018",-0.024,0.429,288.086,155.640,86.548
"
0.013",-0.000,0.365,289.795,152.405,83.862
"
-0.013",-0.009,0.236,291.931,147.644,84.167
"
0.024",-0.079,0.126,290.039,152.527,82.886
"
0.062",-0.069,0.048,276.184,166.565,77.148
"
0.144",-0.004,0.050,260.986,181.396,70.923
"
0.224",0.039,0.054,255.188,187.561,64.514
"
0.214",0.066,-0.009,256.409,185.303,57.678
"
0.192",0.037,-0.092,261.169,184.204,52.612
"
0.213",0.018,-0.149,263.855,191.589,48.462
"
0.262",0.017,-0.213,262.634,200.623,43.640
"
0.300",0.006,-0.287,261.963,201.965,36.926
"
0.306",-0.044,-0.345,260.437,195.557,28.198
"
0.273",-0.088,-0.400,254.822,184.814,17.822
"
0.222",-0.132,-0.432,245.911,174.500,7.080
"
0.172",-0.154,-0.448,236.572,164.795,-2.625
"
0.123",-0.149,-0.444,229.309,153.809,-10.437
"
0.070",-0.101,-0.428,225.647,142.029,-17.456
"
0.068",-0.060,-0.472,228.638,130.432,-21.484
"
0.082",-0.046,-0.561,236.145,120.117,-26.489
"
0.076",-0.004,-0.716,243.958,105.835,-31.311
"
0.032",0.039,-0.914,249.573,91.309,-32.654
"
-0.017",0.021,-1.195,251.160,83.923,-31.799
"
-0.083",-0.053,-1.541,242.371,86.060,-30.945
"
-0.185",-0.100,-1.875,218.628,96.008,-29.053
"
-0.219",-0.070,-2.204,183.411,111.694,-24.902
"
-0.337",0.060,-2.607,148.437,127.258,-24.231
"
-0.627",0.131,-3.181,123.901,123.108,-24.353
"
-0.787",0.074,-3.818,104.553,96.558,-17.273
"
-0.649",-0.159,-4.000,76.050,53.589,-1.099
"
-0.330",-0.400,-3.957,24.658,2.136,11.047
"
-0.076",-0.463,-3.275,-48.035,-44.006,6.836
"
0.009",-0.298,-2.514,-121.643,-82.031,-10.132
"
-0.018",-0.095,-1.786,-168.884,-117.249,-30.640
"
-0.100",-0.019,-1.289,-181.030,-145.020,-42.358
"
-0.201",-0.042,-1.058,-168.457,-167.053,-38.086
"
-0.219",-0.171,-0.999,-147.705,-174.561,-23.804
"
-0.159",-0.339,-1.053,-134.094,-161.987,-7.202
"
-0.058",-0.487,-1.125,-136.780,-139.160,5.249
"
0.017",-0.532,-1.189,-155.884,-113.953,13.916
"
0.140",-0.515,-1.206,-183.838,-87.891,19.409
"
0.256",-0.491,-1.190,-212.646,-63.110,19.531
"
0.374",-0.411,-1.125,-239.258,-46.265,15.686
"
0.446",-0.301,-1.014,-259.277,-42.908,9.644
"
0.471",-0.204,-0.888,-270.691,-47.852,2.502
"
0.419",-0.135,-0.707,-268.494,-56.885,-3.662
"
0.355",-0.123,-0.571,-256.653,-66.650,-5.432
"
0.323",-0.147,-0.476,-239.746,-72.327,-2.075
"
0.304",-0.207,-0.473,-222.534,-72.327,1.892
"
0.315",-0.314,-0.526,-210.815,-69.580,7.507
"
0.354",-0.435,-0.581,-212.524,-67.383,8.728
"
0.405",-0.456,-0.584,-229.126,-65.674,2.441
"
0.399",-0.400,-0.463,-252.197,-68.298,-9.338
"
0.335",-0.300,-0.308,-269.958,-74.097,-22.278
"
0.287",-0.243,-0.220,-276.306,-79.102,-29.358
"
0.228",-0.224,-0.072,-275.330,-82.336,-31.494
"
0.204",-0.211,0.000,-269.592,-83.435,-31.677
"
0.180",-0.221,0.075,-260.559,-88.135,-30.151
"
0.148",-0.243,0.081,-255.249,-96.497,-27.649
"
0.135",-0.262,0.114,-254.761,-103.210,-28.442
"
0.044",-0.213,0.233,-260.681,-109.253,-31.921
"
-0.014",-0.152,0.358,-264.343,-109.436,-32.959
"
-0.031",-0.149,0.427,-261.719,-102.478,-30.029
"
0.008",-0.149,0.473,-259.277,-93.811,-28.198
"
0.039",-0.145,0.517,-258.728,-91.492,-27.527
"
0.008",-0.151,0.488,-259.216,-97.961,-28.992
"
-0.034",-0.180,0.492,-261.414,-103.943,-31.433
"
-0.082",-0.163,0.556,-270.264,-98.816,-34.912
"
-0.137",-0.077,0.661,-279.114,-88.440,-38.940
"
-0.141",-0.038,0.749,-280.640,-77.454,-34.973
"
-0.124",0.002,0.802,-276.367,-66.895,-28.137
"
-0.068",0.014,0.795,-268.677,-57.678,-20.874
"
-0.004",0.025,0.827,-262.573,-56.702,-17.578
"
0.047",0.099,0.917,-259.277,-65.735,-16.541
"
0.052",0.156,0.995,-254.211,-90.088,-15.076
"
-0.007",0.157,1.002,-249.207,-119.873,-15.625
"
-0.058",0.172,1.044,-250.305,-137.634,-20.874
"
-0.168",0.244,1.228,-256.714,-136.963,-30.640
"
-0.252",0.314,1.435,-256.897,-121.094,-37.842
"
-0.326",0.342,1.571,-246.033,-96.069,-36.011
"
-0.310",0.321,1.562,-226.318,-62.073,-28.809
"
-0.233",0.256,1.522,-209.839,-28.076,-22.644
"
-0.201",0.230,1.544,-203.064,-9.155,-21.240
"
-0.172",0.257,1.600,-200.134,-2.686,-19.409
"

-0.327",0.131,1.968,-57.983,-67.383,-5.493
"
-0.336",0.034,2.000,-45.471,-35.156,-5.859
"
-0.227",-0.031,3.307,-36.499,-1.709,-7.812
"
-0.266",0.465,3.933,-9.583,27.710,-11.597
"
-0.142",0.070,2.236,15.564,15.137,3.235
"
-0.280",-0.205,1.595,41.931,20.386,11.230
"
-0.069",-0.162,1.448,69.519,58.289,9.033
"
0.095",-0.119,1.331,61.768,65.063,18.677
"
0.182",-0.103,1.430,61.035,54.077,14.954
"
0.153",-0.045,1.477,65.247,22.827,13.428
"
0.078",0.027,1.609,69.763,-7.507,14.465
"
0.015",0.117,1.786,76.233,-21.606,14.954
"
-0.020",0.212,1.958,89.661,-24.963,17.517
"
-0.071",0.267,2.054,113.647,-25.635,22.522
"
-0.156",0.275,2.078,141.296,-28.564,29.663
"
-0.254",0.272,2.061,166.138,-29.785,37.781
"
-0.338",0.267,2.016,188.354,-22.217,46.509
"
-0.380",0.250,1.929,208.374,-4.578,54.077
"
-0.376",0.213,1.803,224.792,20.752,58.716
"
-0.327",0.183,1.696,236.633,46.143,60.913
"
-0.271",0.172,1.617,245.117,62.378,63.477
"
-0.242",0.185,1.550,255.005,67.749,66.895
"
-0.208",0.198,1.475,269.104,66.528,73.120
"
-0.148",0.201,1.370,285.034,62.744,79.834
"
-0.093",0.171,1.282,298.950,59.937,85.144
"
-0.073",0.171,1.208,310.608,58.472,88.440
"
-0.099",0.151,1.139,321.594,56.763,91.736
"
-0.132",0.114,1.021,332.947,60.730,96.375
"
-0.127",0.080,0.878,342.407,74.036,100.891
"
-0.086",0.034,0.733,346.252,92.346,103.210
"
-0.010",0.025,0.643,343.811,109.924,103.394
"
0.026",0.035,0.589,339.722,116.760,102.173
"
0.037",0.027,0.517,337.891,118.225,98.145
"
0.007",-0.005,0.447,336.365,119.019,93.140
"
-0.016",-0.009,0.372,331.421,123.108,90.698
"
0.002",0.012,0.331,324.646,133.240,89.966
"
0.057",0.039,0.292,319.824,142.578,88.989
"
0.095",0.057,0.240,317.627,148.132,86.365
"
0.088",0.051,0.159,317.505,151.062,83.008
"
0.073",0.065,0.044,316.895,154.968,80.994
"
0.122",0.038,-0.059,315.369,163.208,80.872
"
0.169",0.027,-0.139,309.326,171.204,77.942
"
0.159",0.016,-0.217,299.805,174.561,73.181
"
0.172",-0.027,-0.297,288.940,175.964,68.054
"
0.152",-0.089,-0.349,273.865,177.612,61.218
"
0.104",-0.096,-0.361,255.005,182.251,53.467
"
0.087",-0.062,-0.314,239.014,188.232,46.692
"
0.131",-0.020,-0.313,229.309,192.505,40.894
"
0.202",-0.004,-0.348,226.929,191.772,34.302
"
0.231",-0.022,-0.449,228.455,182.861,27.283
"
0.291",-0.016,-0.544,227.661,171.326,20.325
"
0.333",0.017,-0.614,223.083,161.377,11.475
"
0.335",0.056,-0.752,219.177,150.574,0.793
"
0.348",0.074,-0.934,214.966,141.724,-9.399
"
0.297",0.085,-1.155,207.458,136.841,-19.287
"
0.255",0.089,-1.393,195.740,136.658,-29.785
"
0.168",0.119,-1.673,180.542,137.268,-39.856
"
0.073",0.200,-1.955,165.405,134.155,-46.143
"
-0.096",0.278,-2.363,155.273,127.502,-48.645
"
-0.474",0.308,-2.940,149.719,114.746,-47.485
"
-0.887",0.240,-3.678,143.555,95.947,-38.635
"
-0.909",-0.089,-4.000,125.244,71.167,-15.686
"
-0.574",-0.516,-4.000,75.562,39.001,10.132
"
-0.161",-0.699,-3.818,-12.146,2.869,16.785
"
-0.005",-0.523,-2.872,-110.229,-36.011,-0.488
"
-0.045",-0.216,-2.007,-178.101,-80.322,-30.518
"
-0.136",-0.031,-1.295,-199.280,-124.756,-53.040
"
-0.232",-0.047,-0.945,-182.434,-164.734,-56.702
"
-0.285",-0.135,-0.859,-153.076,-191.040,-48.523
"
-0.308",-0.303,-0.914,-129.517,-196.472,-36.072
"
-0.268",-0.492,-0.997,-121.338,-184.387,-23.071
"
-0.207",-0.633,-1.089,-133.057,-161.987,-12.939
"
-0.150",-0.690,-1.162,-162.415,-132.507,-8.057
"
-0.046",-0.648,-1.173,-201.294,-98.755,-6.897
"
0.072",-0.547,-1.086,-237.671,-69.031,-7.568
"
0.216",-0.408,-1.009,-263.916,-48.584,-9.155
"
0.309",-0.302,-0.873,-276.489,-42.114,-11.414
"
0.372",-0.248,-0.737,-274.414,-47.791,-15.686
"
0.371",-0.224,-0.605,-261.658,-59.448,-18.738
"
0.358",-0.232,-0.509,-244.568,-71.838,-18.921
"
0.323",-0.288,-0.454,-225.098,-80.200,-18.250
"
0.294",-0.373,-0.490,-210.144,-85.632,-15.991
"
0.308",-0.508,-0.577,-208.496,-85.083,-16.724
"
0.325",-0.563,-0.597,-224.365,-76.294,-25.391
"
0.371",-0.495,-0.548,-250.305,-66.895,-36.743
"
0.430",-0.409,-0.464,-272.461,-62.988,-48.828
"
0.310",-0.271,-0.258,-283.325,-68.542,-60.730
"
0.231",-0.235,-0.152,-279.419,-78.125,-64.514
"
0.199",-0.238,-0.041,-267.151,-83.435,-58.899
"
0.133",-0.258,0.001,-256.714,-85.205,-55.115
"
0.077",-0.311,-0.018,-250.366,-83.435,-52.673
"
0.044",-0.342,-0.029,-254.944,-81.299,-50.903
"
0.015",-0.312,-0.008,-268.738,-78.979,-52.551
"
-0.029",-0.236,0.090,-286.987,-76.843,-57.556
"
-0.083",-0.117,0.225,-300.354,-75.012,-59.998
"
-0.089",-0.034,0.372,-303.284,-72.754,-58.533
"
-0.155",0.016,0.469,-297.791,-72.998,-54.260
"
-0.198",0.029,0.544,-285.156,-74.585,-45.532
"
-0.192",-0.013,0.535,-273.437,-72.021,-33.752
"
-0.119",0.001,0.544,-271.301,-64.026,-27.405
"
-0.127",0.017,0.604,-276.062,-56.274,-28.748
"
-0.112",0.012,0.628,-281.738,-48.767,-28.137
"
-0.056",0.090,0.721,-290.833,-34.058,-27.771
"
0.014",0.159,0.804,-295.410,-25.391,-28.015
"
0.132",0.200,0.861,-293.213,-23.499,-26.184
"
0.156",0.199,0.909,-287.354,-24.658,-26.550
"
0.196",0.202,0.966,-279.114,-30.029,-25.635
"
0.193",0.224,1.062,-272.339,-39.795,-24.536
"
0.168",0.231,1.133,-263.489,-53.528,-24.353
"
0.089",0.262,1.270,-258.301,-65.186,-27.222
"
-0.028",0.303,1.424,-253.601,-72.449,-29.419
"
-0.084",0.333,1.540,-242.371,-74.524,-26.245
"
-0.142",0.346,1.671,-226.685,-75.317,-19.714
"
-0.221",0.355,1.781,-209.412,-76.904,-13.123
"
-0.265",0.341,1.792,-189.819,-73.853,-5.859
"
-0.285",0.255,1.755,-174.133,-62.134,-4.089
"
-0.281",0.225,1.759,-168.274,-43.030,-6.836
"
-0.184",0.256,1.769,-163.757,-29.053,-5.798
"
-0.102",0.254,1.788,-154.358,-32.776,-2.502
"

-0.240",0.383,1.999,159.180,-36.438,55.786
"
-0.323",0.368,2.001,184.387,-45.959,63.782
"
-0.423",0.350,1.985,203.735,-47.119,70.557
"
-0.514",0.295,1.963,216.309,-38.635,74.402
"
-0.588",0.258,1.943,223.633,-17.944,76.721
"
-0.577",0.270,1.880,232.910,9.644,80.505
"
-0.521",0.257,1.801,246.033,35.278,85.205
"
-0.464",0.244,1.692,259.399,54.321,89.783
"
-0.380",0.258,1.600,272.339,67.505,93.689
"
-0.333",0.276,1.566,282.410,68.176,95.825
"
-0.365",0.243,1.512,292.297,59.937,98.511
"
-0.417",0.212,1.399,303.040,59.204,102.661
"
-0.443",0.169,1.254,315.247,73.547,107.422
"
-0.423",0.107,1.077,323.181,99.304,111.145
"
-0.352",0.071,0.904,323.669,130.371,113.037
"
-0.245",0.053,0.770,319.885,158.936,112.427
"
-0.161",0.055,0.680,314.575,176.453,108.887
"
-0.072",0.050,0.564,312.012,181.885,105.652
"
-0.019",-0.001,0.463,309.631,178.467,100.159
"
-0.037",0.016,0.442,302.002,177.368,89.355
"
-0.019",0.028,0.384,299.988,179.932,81.421
"
0.021",0.014,0.309,304.382,176.208,79.285
"
0.010",0.013,0.213,307.800,166.992,78.491
"
0.013",-0.004,0.098,309.692,163.391,76.111
"
0.043",0.000,0.048,305.969,169.556,71.472
"
0.069",0.037,-0.004,300.354,175.171,67.688
"
0.125",0.051,-0.057,296.265,178.650,64.636
"
0.162",0.011,-0.097,291.687,181.824,56.091
"
0.103",-0.004,-0.162,285.156,182.312,45.349
"
0.078",-0.023,-0.216,278.870,183.594,38.269
"
0.092",-0.009,-0.216,274.048,185.181,33.691
"
0.114",-0.021,-0.246,271.912,179.565,29.297
"
0.087",-0.061,-0.317,271.179,165.466,22.522
"
0.079",-0.132,-0.427,268.555,150.574,13.428
"
0.075",-0.205,-0.529,258.484,135.254,3.052
"
0.022",-0.212,-0.596,242.310,120.728,-7.874
"
-0.057",-0.152,-0.657,228.821,110.962,-17.212
"
-0.123",-0.058,-0.747,222.290,104.126,-21.423
"
-0.178",0.039,-0.873,223.083,99.854,-20.630
"
-0.190",0.130,-1.132,230.530,97.717,-14.893
"
-0.117",0.132,-1.542,237.122,102.295,-6.287
"
-0.005",0.022,-2.006,235.962,107.361,-3.113
"
0.047",-0.092,-2.419,222.168,102.844,-4.517
"
0.004",-0.122,-2.823,195.740,82.214,-4.395
"
-0.063",-0.141,-3.125,162.048,60.669,-4.395
"
-0.151",-0.158,-3.428,127.747,43.213,-6.287
"
-0.140",-0.274,-3.649,91.309,19.836,-4.578
"
-0.009",-0.466,-3.611,43.213,-8.301,0.000
"
0.140",-0.528,-3.181,-19.470,-35.400,-1.892
"
0.140",-0.414,-2.612,-83.313,-61.523,-15.381
"
0.063",-0.301,-2.073,-129.883,-86.609,-29.724
"
-0.029",-0.256,-1.575,-153.748,-105.652,-37.415
"
-0.106",-0.255,-1.224,-159.363,-119.995,-37.659
"
-0.136",-0.304,-1.026,-154.785,-128.235,-30.884
"
-0.133",-0.456,-0.960,-147.888,-130.005,-21.362
"
-0.123",-0.599,-0.933,-149.231,-125.183,-14.343
"
-0.135",-0.650,-0.905,-162.537,-116.638,-9.644
"
-0.119",-0.626,-0.869,-182.800,-100.891,-5.981
"
-0.061",-0.613,-0.843,-203.369,-76.233,-3.479
"
0.046",-0.556,-0.814,-222.290,-50.232,-1.831
"
0.133",-0.468,-0.721,-236.450,-30.273,-0.488
"
0.204",-0.395,-0.608,-240.295,-20.203,1.709
"
0.285",-0.376,-0.544,-235.535,-18.799,5.920
"
0.348",-0.377,-0.489,-227.295,-22.888,8.850
"
0.384",-0.396,-0.479,-217.712,-32.837,10.132
"
0.403",-0.448,-0.463,-209.778,-46.143,9.644
"
0.383",-0.480,-0.449,-209.900,-55.847,5.920
"
0.383",-0.474,-0.428,-215.881,-60.486,-0.122
"
0.384",-0.474,-0.379,-224.365,-62.683,-6.531
"
0.362",-0.427,-0.297,-233.276,-65.308,-14.099
"
0.313",-0.371,-0.181,-238.525,-68.604,-20.935
"
0.283",-0.357,-0.126,-238.403,-71.228,-26.062
"
0.269",-0.373,-0.073,-237.122,-73.425,-28.564
"
0.231",-0.351,-0.021,-238.281,-77.332,-31.250
"
0.231",-0.354,0.012,-240.234,-84.473,-32.715
"
0.227",-0.358,0.043,-245.300,-94.055,-35.828
"
0.127",-0.292,0.175,-252.991,-103.455,-42.053
"
0.044",-0.229,0.289,-255.188,-107.178,-44.617
"
0.006",-0.222,0.340,-249.329,-105.713,-40.588
"
0.029",-0.268,0.281,-242.554,-104.309,-34.668
"
0.046",-0.273,0.304,-242.432,-106.140,-31.311
"
0.017",-0.260,0.317,-249.939,-109.253,-32.166
"
-0.035",-0.212,0.378,-257.996,-109.253,-35.767
"
-0.062",-0.196,0.417,-265.320,-108.337,-38.574
"
-0.111",-0.128,0.513,-271.362,-104.248,-38.269
"
-0.119",-0.069,0.589,-271.729,-93.689,-35.461
"
-0.112",-0.050,0.664,-266.235,-84.229,-29.602
"
-0.122",-0.029,0.689,-258.057,-77.576,-24.048
"
-0.091",-0.031,0.670,-246.887,-77.454,-14.832
"
-0.055",-0.077,0.609,-239.685,-83.069,-7.385
"
-0.056",-0.096,0.541,-243.713,-88.745,-6.836
"
-0.035",-0.084,0.506,-258.606,-92.529,-10.803
"
-0.016",-0.013,0.552,-279.297,-97.046,-18.188
"
-0.075",0.169,0.773,-297.241,-106.262,-25.818
"
-0.152",0.302,1.001,-298.767,-117.920,-28.259
"
-0.303",0.332,1.206,-282.227,-128.235,-23.132
"
-0.392",0.326,1.297,-257.446,-126.709,-11.841
"
-0.356",0.333,1.303,-238.525,-106.628,-0.305
"
-0.314",0.369,1.403,-229.126,-80.444,1.831
"
-0.266",0.468,1.517,-225.159,-57.312,0.061
"
-0.172",0.510,1.606,-224.548,-43.091,-2.625
"
-0.145",0.600,1.853,-233.215,-27.161,-17.517
"
-0.176",0.739,2.194,-236.267,-7.812,-32.898
"
-0.176",0.647,2.697,-216.431,-1.038,-35.400
"
-1.266",0.939,4.000,-153.625,29.236,-40.955
"
-0.781",2.198,4.000,-41.687,109.985,-46.692
"
0.053",0.653,1.602,-27.710,21.057,12.817
"
-0.507",-0.328,1.352,132.324,15.625,23.132
"
0.344",-0.359,1.826,211.060,31.189,27.100
"
0.005",0.042,1.500,121.643,-32.410,65.735
"
-0.292",0.009,1.545,119.202,-62.500,58.899
"
-0.294",-0.163,1.567,166.016,-45.654,44.373
"
-0.296",-0.243,1.298,160.950,-15.442,53.894
"
-0.137",-0.216,1.354,146.240,25.391,50.903
"
-0.029",-0.084,1.466,134.888,52.246,41.565
"
0.016",0.012,1.517,136.108,50.537,38.269
"
0.009",0.025,1.516,153.687,30.579,38.757
"
-0.042",0.016,1.466,173.096,8.362,45.593
"
-0.072",0.002,1.409,187.744,0.427,52.979
"

-0.002",-0.346,-2.409,65.247,21.606,-16.479
"
0.021",-0.398,-2.523,39.673,20.020,-9.399
"
0.097",-0.466,-2.527,7.690,15.503,-5.493
"
0.170",-0.509,-2.384,-28.076,5.066,-5.127
"
0.204",-0.511,-2.127,-64.270,-10.925,-9.399
"
0.155",-0.464,-1.847,-94.421,-28.137,-15.503
"
0.061",-0.424,-1.606,-113.037,-43.945,-19.348
"
-0.002",-0.437,-1.450,-121.094,-54.138,-18.005
"
-0.032",-0.492,-1.356,-125.244,-57.129,-12.634
"
-0.026",-0.524,-1.318,-131.775,-53.894,-5.615
"
0.013",-0.533,-1.283,-142.578,-46.448,1.038
"
0.036",-0.514,-1.270,-155.212,-37.964,6.897
"
0.116",-0.501,-1.266,-167.725,-29.968,12.451
"
0.203",-0.498,-1.267,-181.641,-23.071,15.076
"
0.282",-0.459,-1.215,-198.059,-19.897,14.404
"
0.324",-0.403,-1.117,-213.013,-21.667,11.719
"
0.327",-0.324,-0.979,-221.924,-28.503,8.179
"
0.304",-0.279,-0.856,-223.022,-36.743,6.042
"
0.303",-0.287,-0.761,-217.773,-42.480,7.446
"
0.301",-0.293,-0.727,-211.426,-46.387,12.024
"
0.327",-0.350,-0.720,-208.191,-48.584,15.747
"
0.359",-0.404,-0.721,-210.876,-50.659,15.808
"
0.395",-0.406,-0.682,-220.032,-52.856,12.573
"
0.407",-0.391,-0.644,-233.093,-57.434,6.714
"
0.397",-0.361,-0.576,-247.192,-65.369,-1.892
"
0.341",-0.296,-0.465,-260.742,-72.937,-12.024
"
0.258",-0.219,-0.323,-266.602,-78.796,-18.494
"
0.210",-0.193,-0.208,-263.611,-81.909,-18.188
"
0.150",-0.162,-0.096,-255.493,-79.834,-15.381
"
0.080",-0.154,-0.026,-243.713,-78.796,-11.292
"
0.060",-0.204,-0.056,-231.140,-84.717,-2.747
"
0.041",-0.274,-0.054,-228.577,-90.576,2.197
"
0.023",-0.276,-0.052,-240.784,-91.614,-0.732
"
0.030",-0.245,-0.008,-261.475,-90.820,-6.348
"
0.051",-0.158,0.086,-284.668,-89.294,-14.404
"
0.047",-0.019,0.234,-300.903,-91.858,-20.874
"
0.005",0.094,0.409,-303.528,-100.830,-22.766
"
-0.109",0.118,0.570,-291.748,-110.413,-20.081
"
-0.092",0.112,0.600,-273.010,-113.708,-11.292
"
-0.002",0.030,0.599,-256.592,-114.807,-1.099
"
0.007",0.025,0.618,-254.639,-124.512,0.488
"
-0.040",0.051,0.629,-261.963,-138.184,-2.319
"
-0.006",0.019,0.547,-273.987,-139.282,-8.423
"
0.061",0.066,0.585,-298.279,-126.282,-23.682
"
-0.001",0.294,0.842,-324.829,-115.112,-39.246
"
0.006",0.482,1.056,-329.346,-105.164,-43.152
"
0.032",0.516,1.143,-309.021,-98.145,-39.429
"
0.004",0.504,1.204,-285.278,-101.318,-36.133
"
-0.043",0.491,1.236,-268.494,-116.516,-31.433
"
-0.112",0.464,1.318,-260.925,-131.287,-31.128
"
-0.208",0.450,1.465,-259.094,-139.587,-34.607
"
-0.257",0.454,1.622,-258.179,-141.479,-34.790
"
-0.233",0.491,1.790,-257.141,-134.827,-34.973
"
-0.221",0.514,1.955,-250.793,-123.840,-37.659
"
-0.228",0.502,2.089,-233.948,-111.084,-39.185
"
-0.303",0.506,2.272,-206.421,-94.360,-37.170
"
-0.358",0.433,2.290,-167.297,-69.519,-30.579
"
-0.340",0.246,2.132,-127.258,-37.292,-21.240
"
-0.288",0.080,1.963,-103.638,-6.226,-16.418
"
-0.229",0.008,1.905,-97.839,14.526,-16.541
"
-0.165",0.012,1.892,-93.994,17.944,-13.733
"
-0.110",-0.021,1.852,-82.581,7.019,-7.141
"
-0.037",-0.048,1.791,-69.275,-7.263,-0.610
"
0.020",-0.073,1.745,-59.082,-19.409,2.930
"
0.068",-0.094,1.728,-50.964,-29.602,3.296
"
0.067",-0.075,1.983,-42.419,-37.109,1.343
"
-0.107",0.076,2.783,-21.912,-35.522,-3.052
"
-0.133",0.078,2.198,13.794,-17.700,-2.502
"
-0.073",-0.182,1.665,21.912,-10.376,6.531
"
-0.165",-0.022,1.770,20.020,-11.475,4.456
"
-0.200",0.046,1.863,30.029,-22.400,8.423
"
-0.217",0.084,1.943,47.974,-28.870,17.090
"
-0.232",0.127,2.007,65.979,-26.611,22.644
"
-0.249",0.224,2.104,80.688,-23.743,28.748
"
-0.309",0.292,2.214,100.891,-21.179,33.630
"
-0.378",0.339,2.268,125.793,-15.015,39.978
"
-0.431",0.380,2.234,154.114,-3.601,48.523
"
-0.435",0.391,2.163,180.176,14.038,55.542
"
-0.425",0.370,2.064,201.660,36.011,59.082
"
-0.395",0.381,1.971,220.825,54.810,62.439
"
-0.351",0.409,1.863,239.807,64.270,67.810
"
-0.297",0.425,1.764,258.545,63.599,73.853
"
-0.284",0.420,1.670,276.917,58.960,78.186
"
-0.259",0.404,1.589,295.532,54.382,82.520
"
-0.250",0.362,1.473,313.782,49.988,89.783
"
-0.232",0.301,1.299,329.773,50.781,97.351
"
-0.208",0.215,1.145,339.233,59.204,102.173
"
-0.211",0.179,1.047,339.600,73.364,102.539
"
-0.227",0.166,0.949,338.745,90.210,101.990
"
-0.202",0.138,0.829,341.003,107.605,102.356
"
-0.147",0.100,0.705,342.896,121.643,103.638
"
-0.095",0.072,0.582,341.858,130.798,103.699
"
-0.028",0.047,0.488,337.708,136.719,101.196
"
-0.005",0.041,0.460,330.627,139.221,95.825
"
-0.021",0.082,0.439,324.524,138.855,90.271
"
0.012",0.097,0.376,326.538,138.550,88.257
"
0.063",0.037,0.301,328.918,137.024,85.144
"
0.063",0.039,0.235,323.303,139.038,79.712
"
0.087",0.052,0.185,317.139,143.127,75.745
"
0.083",0.063,0.119,315.369,145.386,72.937
"
0.128",0.060,0.040,314.087,149.170,70.435
"
0.173",0.037,0.031,310.486,152.466,64.209
"
0.151",0.026,-0.012,304.749,148.254,56.274
"
0.093",0.009,-0.062,297.058,145.935,50.293
"
-0.010",0.003,-0.123,289.307,152.527,45.349
"
-0.051",-0.012,-0.232,279.846,168.579,44.312
"
-0.039",-0.041,-0.325,267.639,188.171,43.945
"
0.016",-0.041,-0.389,253.357,205.811,40.710
"
0.082",-0.018,-0.443,239.929,215.149,34.424
"
0.117",0.028,-0.494,230.713,213.989,25.269
"
0.148",0.074,-0.555,227.356,205.811,16.235
"
0.176",0.156,-0.657,228.394,196.533,7.324
"
0.208",0.227,-0.848,235.718,183.716,0.732
"
0.276",0.268,-1.134,245.911,169.495,-5.249
"
0.290",0.224,-1.526,251.831,150.940,-15.137
"
0.215",0.255,-1.957,249.329,127.869,-24.963
"
0.063",0.332,-2.462,239.502,107.605,-28.748
"
-0.199",0.381,-3.059,223.816,95.825,-28.320
"
-0.546",0.391,-3.848,200.989,91.431,-24.170
"

-0.308",-0.287,-4.000,106.750,44.250,8.484
"
0.074",-0.558,-4.000,14.587,-4.150,15.259
"
0.240",-0.470,-3.478,-96.313,-53.589,-7.385
"
0.092",-0.156,-2.513,-184.204,-105.042,-48.828
