aX,aY,aZ,gX,gY,gZ
"
-0.112",1.027,-0.791,39.673,-74.097,289.124
"
-0.232",1.230,-0.743,40.710,-99.243,286.865
"

-0.245",1.526,-0.779,59.082,-132.446,317.383
"
-0.127",1.579,-0.779,63.904,-130.493,325.928
"
-0.049",1.656,-0.802,59.570,-132.751,324.341
"
0.070",1.707,-0.731,52.429,-129.211,320.679
"
0.241",1.812,-0.575,44.800,-134.521,317.993
"
0.409",1.955,-0.441,40.771,-166.565,317.322
"
0.548",1.966,-0.217,44.556,-204.407,316.467
"
0.647",1.897,-0.054,46.875,-235.046,306.335
"
0.737",1.836,0.082,42.603,-238.770,290.466
"
1.001",1.786,0.171,36.377,-191.772,274.780
"
1.426",1.843,0.118,33.936,-85.938,252.991
"
2.163",2.026,-0.298,42.175,63.965,221.252
"
2.838",1.761,-1.102,59.753,214.478,177.368
"
2.928",0.872,-1.663,50.293,298.218,88.562
"
2.392",0.578,-1.678,-2.930,257.446,-28.381
"
1.358",0.997,-1.668,-54.077,116.821,-114.258
"
0.309",1.089,-1.624,-50.842,-26.611,-146.545
"
0.020",0.737,-1.631,-6.042,-126.038,-124.878
"
0.126",0.402,-1.504,26.123,-197.693,-84.229
"
0.166",0.452,-1.219,21.301,-233.459,-75.317
"
0.201",0.581,-0.874,6.897,-225.525,-82.031
"
0.272",0.684,-0.550,4.761,-188.904,-82.153
"
0.274",0.650,-0.563,11.963,-141.052,-80.933
"
0.362",0.653,-0.591,8.118,-61.035,-88.013
"
0.548",0.779,-0.677,-10.742,39.063,-99.182
"
0.766",0.905,-0.857,-23.437,111.572,-112.915
"
0.990",0.952,-1.068,-23.254,145.569,-126.282
"
1.127",0.954,-1.267,-23.010,137.939,-142.151
"
1.141",0.949,-1.331,-29.297,101.563,-163.086
"
1.032",0.990,-1.263,-42.175,57.251,-186.218
"
0.825",1.057,-1.110,-54.016,19.714,-206.299
"
0.616",1.091,-0.940,-60.547,-2.441,-219.849
"
0.451",1.054,-0.779,-63.599,-5.005,-227.295
"
0.384",1.002,-0.659,-64.636,9.949,-230.469
"
0.415",0.990,-0.610,-61.951,36.682,-228.882
"
0.549",0.964,-0.638,-56.519,64.636,-226.440
"
0.681",0.947,-0.681,-53.589,85.693,-229.126
"
0.733",0.959,-0.705,-54.443,97.229,-237.061
"
0.710",0.973,-0.699,-58.167,103.210,-247.253
"
0.647",1.031,-0.655,-62.439,111.877,-254.944
"
0.612",1.067,-0.619,-60.669,118.896,-259.033
"
0.544",1.037,-0.613,-53.528,124.207,-261.292
"
0.513",0.985,-0.623,-45.410,131.042,-263.123
"
0.486",0.901,-0.659,-40.100,132.629,-265.686
"
0.422",0.861,-0.695,-37.720,128.296,-269.104
"
0.317",0.790,-0.701,-34.973,130.127,-271.973
"
0.234",0.691,-0.737,-34.180,131.714,-274.841
"
0.169",0.649,-0.755,-38.330,133.057,-278.015
"
0.116",0.654,-0.756,-43.579,133.118,-279.602
"
0.102",0.639,-0.780,-46.692,130.188,-283.081
"
0.042",0.606,-0.769,-51.880,126.099,-289.185
"
-0.067",0.634,-0.715,-57.190,118.530,-292.419
"
-0.175",0.677,-0.639,-57.983,107.239,-290.588
"
-0.285",0.670,-0.568,-55.969,101.135,-288.757
"
-0.350",0.674,-0.505,-52.917,100.098,-287.354
"
-0.385",0.705,-0.448,-50.232,98.694,-284.668
"
-0.496",0.667,-0.392,-46.570,95.154,-283.081
"
-0.628",0.615,-0.342,-44.678,91.675,-284.363
"
-0.759",0.587,-0.275,-49.316,94.177,-287.720
"
-0.816",0.664,-0.201,-52.551,96.497,-288.147
"
-0.899",0.724,-0.186,-45.776,86.426,-285.889
"
-1.114",0.679,-0.234,-30.396,67.871,-283.691
"
-1.339",0.606,-0.324,-13.367,48.523,-274.109
"
-1.480",0.502,-0.412,-0.061,37.903,-256.470
"
-1.526",0.428,-0.521,7.629,33.813,-241.699
"
-1.543",0.381,-0.693,11.353,23.010,-232.300
"
-1.582",0.324,-0.820,13.916,5.188,-222.656
"
-1.866",0.240,-0.952,15.869,-19.348,-208.862
"
-1.860",0.250,-0.993,13.550,-49.866,-187.927
"
-1.971",0.226,-1.054,14.771,-61.401,-170.837
"
-2.456",0.137,-1.171,10.254,-62.012,-154.236
"
-4.000",0.139,-1.304,1.343,-62.561,-110.291
"
-2.679",-0.688,-1.278,-14.160,-61.462,-4.700
"
-1.390",-0.095,-1.501,4.700,13.367,60.486
"
-0.747",0.295,-1.380,4.089,72.266,28.320
"
-0.594",0.149,-1.361,2.930,42.969,19.836
"
-0.649",0.104,-1.115,-9.094,-46.631,34.180
"
-0.609",0.195,-0.854,-25.635,-99.060,34.302
"
-0.554",0.275,-0.672,-35.583,-85.754,35.767
"
-0.395",0.283,-0.658,-25.208,-61.157,43.152
"
-0.244",0.219,-0.751,-7.568,-41.504,50.354
"
-0.185",0.141,-0.824,4.456,-31.738,53.223
"
-0.235",0.070,-0.885,12.512,-34.790,52.063
"
-0.404",-0.005,-0.911,15.625,-44.189,49.072
"
-0.639",-0.082,-0.921,15.503,-56.396,45.166
"
-0.873",-0.155,-0.913,13.794,-67.566,44.495
"
-1.077",-0.151,-0.887,11.719,-75.867,51.208
"
-1.224",-0.078,-0.875,10.437,-79.529,63.416
"
-1.323",0.007,-0.896,12.939,-75.012,77.515
"
-1.382",0.050,-0.950,18.127,-65.186,95.581
"
-1.383",0.112,-0.996,21.606,-53.101,118.713
"
-1.334",0.197,-1.063,23.193,-41.138,142.212
"
-1.228",0.218,-1.120,23.621,-30.396,162.354
"
-1.121",0.204,-1.176,21.118,-24.963,178.345
"
-1.037",0.220,-1.173,15.747,-28.748,192.444
"
-0.960",0.280,-1.127,9.766,-38.574,204.773
"
-0.890",0.344,-1.051,6.348,-49.744,214.844
"
-0.827",0.384,-0.996,7.568,-61.646,223.083
"
-0.771",0.403,-0.937,12.024,-74.036,231.567
"
-0.745",0.417,-0.886,17.517,-85.754,240.234
"
-0.727",0.406,-0.837,23.621,-93.140,248.779
"
-0.713",0.394,-0.808,29.724,-95.337,258.118
"
-0.693",0.335,-0.823,33.630,-90.332,265.686
"
-0.632",0.269,-0.888,34.180,-80.750,270.386
"
-0.496",0.078,-1.044,27.344,-73.120,272.095
"
-0.398",0.163,-0.986,6.836,-64.514,263.794
"
-0.430",0.382,-0.758,-21.484,-63.843,253.174
"
-0.521",0.509,-0.592,-32.898,-70.496,246.948
"
-0.633",0.535,-0.574,-23.132,-68.665,249.084
"
-0.643",0.511,-0.576,-6.653,-56.824,263.184
"
-0.610",0.539,-0.599,6.775,-38.208,281.677
"
-0.513",0.587,-0.635,18.005,-20.142,296.875
"
-0.342",0.560,-0.711,28.076,-8.911,306.641
"
-0.190",0.579,-0.828,28.625,-8.240,307.068
"
-0.069",0.650,-0.779,21.851,-13.489,300.537
"
0.135",0.671,-0.507,17.395,-54.932,290.222
"
0.122",0.915,-0.864,18.799,-124.817,277.832
"
0.052",0.888,-0.703,27.954,-118.103,274.719
"
-0.134",1.003,-0.709,26.978,-168.213,271.484
"

-0.300",1.714,-0.724,8.240,-185.059,313.477
"
-0.050",1.874,-0.624,-4.761,-125.427,320.496
"
0.314",1.983,-0.417,-12.268,-79.102,324.219
"
0.617",2.068,-0.139,-13.489,-77.637,320.679
"
0.807",2.157,0.177,-4.395,-109.863,316.772
"
0.972",2.010,0.434,14.343,-137.512,312.439
"
1.156",1.976,0.525,32.104,-133.972,291.992
"
1.503",1.896,0.317,46.875,-90.881,270.874
"
2.032",1.897,-0.217,60.608,26.733,241.211
"
2.638",1.803,-1.083,75.012,181.946,198.364
"
3.134",0.974,-1.852,71.045,308.350,131.165
"
2.974",0.339,-1.837,24.536,310.974,26.672
"
1.973",0.755,-1.627,-39.795,170.593,-78.186
"
0.726",1.076,-1.530,-56.396,-7.141,-138.123
"
0.144",0.781,-1.446,-20.142,-131.226,-132.690
"
0.161",0.375,-1.337,13.245,-199.219,-92.834
"
0.218",0.387,-1.015,9.399,-215.088,-78.186
"
0.199",0.487,-0.687,-3.845,-191.162,-81.299
"
0.203",0.528,-0.449,-7.385,-136.353,-80.078
"
0.286",0.555,-0.473,-6.042,-63.721,-80.811
"
0.476",0.588,-0.594,-11.047,21.606,-86.792
"
0.707",0.686,-0.748,-19.165,99.976,-96.008
"
0.949",0.826,-0.915,-21.057,141.541,-107.788
"
1.056",0.865,-1.258,-16.296,136.841,-120.178
"
1.108",0.858,-1.407,-12.451,118.042,-135.132
"
1.079",0.851,-1.365,-21.057,81.848,-151.917
"
0.960",0.893,-1.253,-35.583,33.508,-172.485
"
0.782",0.934,-1.063,-45.288,1.953,-191.772
"
0.620",0.959,-0.897,-49.194,-11.414,-204.529
"
0.500",0.957,-0.787,-48.157,-9.460,-210.571
"
0.456",0.932,-0.729,-45.349,9.521,-212.219
"
0.508",0.920,-0.717,-44.556,41.504,-212.402
"
0.609",0.943,-0.724,-46.753,75.562,-214.905
"
0.703",0.980,-0.738,-48.950,101.135,-219.238
"
0.739",0.993,-0.739,-50.232,113.159,-226.746
"
0.690",0.966,-0.737,-50.476,113.037,-235.779
"
0.580",0.923,-0.717,-49.805,108.215,-243.469
"
0.450",0.877,-0.669,-46.021,102.112,-246.582
"
0.346",0.828,-0.641,-39.551,99.182,-245.422
"
0.295",0.784,-0.633,-33.142,104.004,-243.225
"
0.297",0.737,-0.673,-30.151,117.920,-243.225
"
0.316",0.686,-0.670,-31.494,132.080,-244.568
"
0.280",0.659,-0.717,-35.278,131.653,-248.047
"
0.191",0.638,-0.711,-36.011,134.399,-251.465
"
0.139",0.639,-0.720,-34.912,135.864,-252.991
"
0.111",0.609,-0.755,-34.119,130.859,-254.456
"
0.038",0.577,-0.750,-35.339,124.268,-258.240
"
-0.030",0.590,-0.741,-38.330,117.615,-260.132
"
-0.094",0.561,-0.694,-41.382,114.136,-260.498
"
-0.180",0.532,-0.641,-42.786,112.610,-260.864
"
-0.232",0.526,-0.603,-42.725,110.718,-261.047
"
-0.268",0.541,-0.575,-41.077,108.093,-261.658
"
-0.337",0.573,-0.559,-37.109,101.868,-262.146
"
-0.429",0.597,-0.559,-31.677,92.590,-259.705
"
-0.528",0.589,-0.566,-27.527,85.266,-256.042
"
-0.616",0.561,-0.553,-26.123,78.857,-252.991
"
-0.678",0.585,-0.537,-26.428,71.594,-249.939
"
-0.733",0.603,-0.498,-26.550,61.829,-246.582
"
-0.818",0.598,-0.481,-24.292,50.903,-244.202
"
-0.902",0.540,-0.491,-18.372,38.696,-239.868
"
-0.989",0.527,-0.504,-10.498,25.269,-233.765
"
-1.096",0.578,-0.568,-1.831,11.902,-230.286
"
-1.190",0.553,-0.645,10.010,6.653,-229.797
"
-1.314",0.461,-0.765,23.010,0.610,-227.234
"
-1.458",0.398,-0.923,32.043,-11.108,-218.689
"
-1.555",0.349,-1.039,37.415,-23.193,-203.613
"
-1.790",0.244,-1.093,38.757,-33.508,-186.279
"
-1.813",0.209,-1.251,37.598,-45.898,-167.480
"
-1.845",0.067,-1.309,36.682,-54.199,-149.719
"
-4.000",-0.231,-1.601,27.527,-55.298,-125.061
"
-3.830",-0.695,-1.371,-0.916,-46.326,-93.384
"
-2.037",-0.460,-1.508,-30.518,30.640,-13.916
"
-1.026",0.261,-1.403,-32.898,117.065,68.787
"
-0.345",0.084,-1.228,-9.644,103.577,83.374
"
-0.263",0.118,-1.216,-4.944,6.653,69.092
"
-0.366",0.216,-1.006,-6.714,-108.704,49.500
"
-0.443",0.305,-0.839,-17.273,-153.503,37.964
"
-0.468",0.334,-0.655,-21.057,-142.517,34.302
"
-0.407",0.266,-0.644,-14.832,-109.924,36.377
"
-0.297",0.210,-0.714,-13.428,-60.608,42.419
"
-0.165",0.173,-0.784,-18.799,-9.644,47.424
"
-0.074",0.186,-0.839,-24.109,27.649,47.424
"
-0.089",0.172,-0.872,-24.109,45.410,43.152
"
-0.197",0.115,-0.897,-18.738,42.175,36.499
"
-0.402",0.052,-0.923,-10.498,18.738,28.992
"
-0.653",-0.002,-0.925,-2.075,-11.108,24.658
"
-0.891",-0.038,-0.909,4.517,-36.865,23.926
"
-1.109",-0.050,-0.933,9.888,-57.068,27.588
"
-1.281",-0.024,-0.993,15.137,-66.711,39.978
"
-1.368",0.015,-1.048,20.508,-62.073,60.242
"
-1.404",0.044,-1.115,25.635,-50.110,83.130
"
-1.385",0.048,-1.200,28.931,-38.391,106.262
"
-1.338",0.065,-1.263,26.917,-29.114,130.188
"
-1.262",0.110,-1.276,20.508,-24.048,152.161
"
-1.178",0.150,-1.247,10.681,-22.522,168.457
"
-1.097",0.197,-1.187,0.916,-24.658,180.664
"
-1.024",0.256,-1.125,-6.348,-30.151,190.674
"
-0.959",0.297,-1.058,-9.277,-37.537,200.012
"
-0.878",0.338,-0.988,-8.057,-46.204,208.740
"
-0.809",0.360,-0.934,-3.845,-55.786,216.675
"
-0.742",0.377,-0.893,1.587,-65.491,224.060
"
-0.695",0.363,-0.868,8.179,-72.571,229.797
"
-0.674",0.343,-0.850,13.306,-77.271,234.619
"
-0.670",0.321,-0.831,16.296,-79.041,240.479
"
-0.660",0.303,-0.792,18.494,-77.881,246.704
"
-0.668",0.293,-0.775,22.095,-75.378,253.723
"
-0.620",0.291,-0.750,27.832,-72.754,261.475
"
-0.568",0.293,-0.695,28.076,-73.120,268.799
"
-0.574",0.303,-0.638,22.888,-74.097,270.203
"
-0.614",0.281,-0.651,20.447,-73.486,271.423
"
-0.637",0.217,-0.681,16.968,-67.322,274.841
"
-0.623",0.210,-0.685,6.165,-52.673,279.968
"
-0.598",0.295,-0.701,-4.700,-38.269,288.086
"
-0.557",0.382,-0.573,-8.728,-23.254,298.096
"
-0.491",0.497,-0.499,-3.113,-23.560,308.655
"
-0.441",0.551,-0.470,10.376,-42.175,316.162
"
-0.170",0.484,-0.262,25.146,-93.567,317.261
"
-0.291",0.794,-0.700,35.339,-165.161,316.895
"
-0.440",0.772,-0.446,50.049,-151.184,330.383
"

-0.857",2.032,-0.331,10.437,-123.779,382.141
"
-0.618",2.407,-0.231,8.728,-64.697,400.024
"
-0.238",2.749,-0.134,13.794,-24.475,408.630
"
0.165",2.925,-0.121,32.471,-20.386,413.086
"
0.544",2.907,-0.064,57.678,-42.480,415.100
"
0.933",2.741,0.013,73.547,-67.505,405.396
"
1.438",2.608,-0.072,74.341,-54.626,377.563
"
1.982",2.487,-0.301,74.158,35.217,338.257
"
2.794",2.856,-1.468,85.266,184.143,294.678
"
4.000",1.734,-2.805,85.388,370.483,236.389
"
4.000",0.212,-2.520,26.672,426.880,112.671
"
3.025",0.856,-1.724,-71.167,216.980,-50.964
"
1.018",1.665,-1.416,-99.792,-98.999,-160.156
"
-0.324",1.219,-1.172,-27.039,-303.589,-168.640
"
-0.438",0.480,-1.108,61.157,-376.404,-116.699
"
-0.303",0.257,-0.921,84.229,-376.526,-83.618
"
-0.321",0.304,-0.567,61.584,-327.515,-78.125
"
-0.282",0.425,-0.289,38.452,-228.394,-70.923
"
-0.053",0.437,-0.383,25.696,-96.313,-61.829
"
0.278",0.416,-0.622,9.705,33.020,-62.683
"
0.584",0.523,-0.844,-11.780,132.935,-74.890
"
0.863",0.682,-1.063,-27.649,181.519,-90.393
"
1.099",0.822,-1.264,-30.212,174.194,-106.628
"
1.269",0.886,-1.411,-23.743,130.737,-124.207
"
1.286",0.900,-1.451,-19.043,67.383,-145.874
"
1.145",0.950,-1.378,-20.447,1.709,-170.410
"
0.937",1.042,-1.214,-23.193,-52.124,-193.237
"
0.700",1.056,-1.020,-25.269,-81.177,-210.754
"
0.488",1.053,-0.869,-29.175,-84.961,-223.450
"
0.395",1.060,-0.739,-35.583,-60.669,-232.056
"
0.443",1.084,-0.698,-41.260,-15.625,-236.511
"
0.584",1.109,-0.695,-45.776,31.677,-239.258
"
0.700",1.124,-0.687,-48.401,67.566,-243.652
"
0.721",1.148,-0.678,-47.424,85.327,-250.244
"
0.662",1.145,-0.681,-43.640,85.571,-257.385
"
0.556",1.088,-0.692,-37.720,78.857,-265.137
"
0.423",1.014,-0.703,-33.569,76.477,-271.240
"
0.311",0.945,-0.712,-29.846,82.214,-271.973
"
0.250",0.857,-0.722,-24.963,92.896,-268.433
"
0.216",0.790,-0.760,-22.217,105.957,-264.587
"
0.216",0.749,-0.796,-20.508,117.126,-260.498
"
0.230",0.701,-0.838,-18.433,125.183,-256.714
"
0.241",0.624,-0.889,-18.311,130.005,-257.202
"
0.228",0.605,-0.931,-22.034,130.005,-260.193
"
0.197",0.598,-0.940,-26.001,124.268,-261.780
"
0.126",0.582,-0.956,-25.696,112.488,-261.475
"
0.036",0.534,-0.942,-24.414,100.281,-260.681
"
-0.062",0.494,-0.936,-25.024,91.614,-258.972
"
-0.108",0.464,-0.855,-26.733,88.501,-257.202
"
-0.161",0.425,-0.820,-30.212,81.299,-254.883
"
-0.188",0.448,-0.805,-34.302,78.186,-253.906
"
-0.172",0.470,-0.724,-35.095,91.309,-251.770
"
-0.189",0.491,-0.635,-37.109,100.586,-249.756
"
-0.222",0.524,-0.530,-37.170,100.403,-248.596
"
-0.240",0.577,-0.446,-34.973,98.633,-247.498
"
-0.313",0.541,-0.357,-29.236,97.412,-245.544
"
-0.387",0.512,-0.296,-22.034,94.543,-243.469
"
-0.534",0.542,-0.292,-17.029,92.712,-241.821
"
-0.663",0.551,-0.321,-13.184,94.910,-239.502
"
-0.751",0.552,-0.362,-8.728,103.455,-237.000
"
-0.797",0.545,-0.421,-0.793,107.727,-233.276
"
-0.837",0.538,-0.568,9.399,99.915,-228.699
"
-0.879",0.484,-0.675,17.517,84.167,-226.868
"
-0.927",0.463,-0.766,20.874,58.899,-228.577
"
-1.045",0.432,-0.837,21.912,25.574,-230.103
"
-1.197",0.400,-0.877,24.536,-7.141,-226.074
"
-1.341",0.389,-0.915,27.039,-32.349,-215.149
"
-1.441",0.391,-0.999,27.466,-44.861,-203.369
"
-1.470",0.355,-1.071,27.161,-44.617,-188.599
"
-1.595",0.254,-1.165,27.344,-41.687,-169.067
"
-1.436",0.159,-1.259,24.353,-41.626,-148.254
"
-1.568",0.122,-1.256,16.846,-28.442,-123.901
"
-1.549",0.080,-1.290,5.493,-10.254,-107.422
"
-1.630",-0.020,-1.284,-2.747,-0.122,-85.754
"
-2.340",-0.085,-1.339,-14.160,2.136,-58.655
"
-1.872",-0.175,-1.152,-24.231,4.517,-33.630
"
-1.227",-0.171,-1.050,-25.269,23.010,3.357
"
-0.758",0.019,-1.037,-23.987,38.025,35.339
"
-0.478",0.103,-1.083,-16.602,15.625,50.476
"
-0.335",0.112,-1.003,-4.333,-44.067,45.837
"
-0.350",0.079,-0.911,0.610,-92.224,32.349
"
-0.420",0.101,-0.830,-5.432,-105.347,24.048
"
-0.444",0.106,-0.739,-6.592,-96.802,23.560
"
-0.435",0.088,-0.724,-4.700,-75.989,26.733
"
-0.416",0.065,-0.731,-1.404,-49.744,30.579
"
-0.429",0.060,-0.765,2.563,-28.137,35.095
"
-0.482",0.064,-0.796,6.775,-14.343,36.987
"
-0.587",0.021,-0.849,11.169,-9.766,33.875
"
-0.728",-0.017,-0.898,15.686,-18.127,32.349
"
-0.901",-0.017,-0.925,18.616,-36.194,35.706
"
-1.083",0.013,-0.940,21.423,-56.274,42.114
"
-1.247",0.072,-0.968,24.841,-70.557,52.368
"
-1.355",0.138,-1.016,28.992,-77.209,69.397
"
-1.399",0.197,-1.073,34.485,-78.796,92.163
"
-1.406",0.236,-1.140,38.269,-76.538,115.845
"
-1.372",0.274,-1.194,37.659,-71.838,140.686
"
-1.285",0.301,-1.241,30.396,-63.232,164.368
"
-1.180",0.328,-1.264,16.113,-51.392,182.678
"
-1.081",0.388,-1.240,-0.610,-39.551,196.228
"
-0.995",0.468,-1.164,-14.038,-34.302,208.008
"
-0.929",0.533,-1.084,-20.447,-36.926,218.140
"
-0.875",0.576,-1.009,-21.057,-45.410,227.905
"
-0.812",0.596,-0.951,-17.090,-55.176,238.586
"
-0.759",0.591,-0.913,-10.742,-63.354,247.437
"
-0.718",0.560,-0.910,-3.479,-69.580,254.333
"
-0.672",0.522,-0.910,2.991,-75.562,262.817
"
-0.645",0.479,-0.916,6.348,-83.374,272.156
"
-0.637",0.483,-0.912,7.812,-88.196,280.029
"
-0.560",0.526,-0.865,8.667,-87.341,287.170
"
-0.537",0.538,-0.796,5.249,-87.646,288.391
"
-0.536",0.514,-0.820,2.075,-85.999,284.241
"
-0.552",0.464,-0.858,1.404,-86.670,284.851
"
-0.582",0.481,-0.827,-2.197,-87.341,288.330
"
-0.586",0.540,-0.768,-5.859,-84.106,293.091
"
-0.565",0.584,-0.716,-4.028,-77.698,301.636
"
-0.500",0.638,-0.695,1.526,-73.242,312.439
"
-0.386",0.708,-0.721,5.005,-73.059,320.190
"
-0.210",0.738,-0.777,0.671,-76.111,319.458
"
-0.060",0.850,-0.770,-12.878,-83.252,309.448
"

0.786",1.985,-0.051,33.203,-162.292,329.224
"
0.931",1.909,-0.118,44.006,-173.340,319.885
"
0.983",1.774,-0.098,39.307,-159.546,297.974
"
1.015",1.749,0.044,15.930,-108.032,266.357
"
1.164",1.797,0.071,-3.296,-40.222,235.535
"
1.393",1.693,-0.036,-1.099,21.301,212.830
"
1.633",1.532,-0.262,14.954,62.317,191.162
"
1.746",1.379,-0.595,33.875,78.796,165.527
"
1.786",1.088,-0.980,51.514,71.899,138.123
"
1.653",0.821,-1.330,56.458,49.438,106.262
"
1.476",0.711,-1.568,44.678,30.518,68.115
"
1.363",0.607,-1.553,26.672,16.663,36.438
"
1.237",0.585,-1.341,6.470,-7.812,10.864
"
1.000",0.629,-1.143,-7.629,-40.161,-14.771
"
0.784",0.622,-0.975,-13.306,-58.655,-35.034
"
0.627",0.605,-0.875,-14.648,-55.115,-48.462
"
0.539",0.584,-0.870,-13.184,-40.771,-55.298
"
0.503",0.547,-0.896,-10.864,-19.409,-58.777
"
0.492",0.516,-0.957,-10.437,-0.427,-62.012
"
0.508",0.505,-1.007,-11.169,11.597,-64.331
"
0.557",0.518,-1.043,-12.512,18.250,-66.467
"
0.617",0.550,-1.061,-14.526,21.667,-70.557
"
0.689",0.578,-1.060,-18.555,24.902,-78.857
"
0.727",0.599,-1.056,-24.170,29.968,-90.881
"
0.729",0.624,-1.039,-29.114,33.203,-102.966
"
0.711",0.648,-1.024,-33.142,34.241,-113.647
"
0.695",0.673,-1.009,-35.828,35.583,-123.474
"
0.693",0.701,-0.983,-38.025,37.231,-132.263
"
0.682",0.738,-0.966,-41.077,39.795,-141.907
"
0.688",0.767,-0.932,-44.128,44.434,-151.733
"
0.653",0.800,-0.885,-46.936,50.110,-160.950
"
0.620",0.818,-0.846,-49.011,56.274,-169.128
"
0.623",0.820,-0.803,-51.880,69.702,-177.429
"
0.653",0.846,-0.760,-54.321,83.801,-184.204
"
0.668",0.867,-0.755,-53.223,93.262,-189.148
"
0.674",0.871,-0.770,-49.377,99.365,-193.359
"
0.697",0.884,-0.797,-46.997,103.333,-197.998
"
0.732",0.898,-0.802,-48.645,110.168,-204.163
"
0.758",0.923,-0.813,-51.819,120.605,-212.524
"
0.778",0.926,-0.838,-52.979,126.770,-221.985
"
0.733",0.913,-0.836,-54.993,127.380,-230.957
"
0.642",0.906,-0.800,-57.129,125.793,-237.732
"
0.592",0.914,-0.775,-56.885,124.146,-241.516
"
0.571",0.850,-0.768,-54.626,123.230,-244.141
"
0.520",0.777,-0.750,-52.612,120.789,-248.047
"
0.451",0.754,-0.717,-51.575,113.647,-251.709
"
0.363",0.699,-0.689,-49.622,107.056,-256.409
"
0.260",0.642,-0.650,-48.767,104.126,-263.550
"
0.167",0.667,-0.604,-48.401,102.295,-267.639
"
0.080",0.688,-0.561,-46.143,99.915,-269.165
"
-0.013",0.683,-0.525,-43.518,98.999,-272.034
"
-0.086",0.696,-0.489,-41.443,100.037,-275.391
"
-0.162",0.738,-0.474,-39.001,103.455,-278.198
"
-0.258",0.745,-0.477,-36.316,104.309,-280.396
"
-0.355",0.738,-0.455,-32.959,101.257,-281.738
"
-0.422",0.776,-0.428,-31.738,97.046,-282.227
"
-0.481",0.819,-0.412,-31.128,93.018,-285.156
"
-0.553",0.816,-0.404,-29.846,86.731,-288.818
"
-0.655",0.832,-0.370,-30.029,76.477,-291.077
"
-0.767",0.894,-0.369,-30.762,61.768,-293.030
"
-0.984",0.876,-0.432,-28.687,46.204,-294.128
"
-1.164",0.827,-0.485,-23.193,33.142,-288.757
"
-1.340",0.779,-0.557,-16.235,21.606,-275.452
"
-1.452",0.762,-0.626,-7.812,10.254,-258.362
"
-1.496",0.841,-0.669,5.188,-2.930,-242.432
"
-1.583",0.805,-0.765,23.499,-17.456,-236.084
"
-1.669",0.664,-0.937,43.030,-39.917,-231.018
"
-2.014",0.435,-1.257,50.354,-68.359,-222.778
"
-2.176",0.265,-1.358,44.495,-98.450,-215.149
"
-3.954",-0.040,-1.634,24.658,-105.225,-200.684
"
-4.000",-1.070,-0.859,-12.512,-83.618,-121.948
"
-3.052",-0.912,-2.023,-26.733,-0.305,30.090
"
-1.224",0.115,-1.473,-34.302,109.131,66.956
"
-0.235",0.012,-1.548,-26.489,84.290,25.635
"
-0.658",-0.016,-1.273,-31.799,-85.999,20.386
"
-1.060",0.062,-0.788,-48.279,-193.726,23.621
"
-0.924",0.206,-0.433,-67.383,-148.804,35.828
"
-0.359",0.338,-0.458,-58.655,-61.218,62.622
"
0.212",0.345,-0.614,-41.626,5.493,79.712
"
0.426",0.314,-0.773,-24.658,30.212,75.806
"
0.249",0.170,-0.886,-7.507,11.353,62.805
"
-0.152",-0.023,-0.831,-1.587,-13.489,43.762
"
-0.614",-0.088,-0.760,-4.150,-30.457,25.696
"
-0.927",-0.106,-0.729,-2.441,-38.330,19.836
"
-1.121",-0.090,-0.729,3.845,-43.396,26.489
"
-1.278",-0.037,-0.800,11.719,-52.979,37.720
"
-1.411",0.014,-0.886,20.020,-65.002,51.819
"
-1.532",0.043,-0.952,28.503,-74.036,71.411
"
-1.620",0.049,-1.005,34.912,-79.468,94.543
"
-1.641",0.106,-1.049,38.269,-81.970,122.070
"
-1.566",0.172,-1.079,38.574,-78.796,151.489
"
-1.432",0.225,-1.091,35.828,-70.618,177.185
"
-1.299",0.313,-1.106,30.090,-61.218,197.510
"
-1.140",0.352,-1.116,23.132,-52.795,212.769
"
-0.988",0.402,-1.095,15.137,-47.485,226.074
"
-0.857",0.457,-1.055,8.057,-48.035,236.328
"
-0.785",0.484,-1.019,4.456,-54.993,243.530
"
-0.748",0.504,-0.981,2.869,-64.026,249.268
"
-0.722",0.538,-0.942,4.089,-73.181,254.822
"
-0.704",0.526,-0.903,8.728,-79.468,262.878
"
-0.680",0.523,-0.884,15.076,-83.374,273.499
"
-0.674",0.466,-0.904,23.071,-83.130,285.217
"
-0.635",0.531,-0.889,30.029,-79.041,296.021
"
-0.516",0.643,-0.872,26.794,-76.294,304.749
"
-0.423",0.594,-0.888,13.794,-78.796,303.162
"
-0.430",0.607,-0.916,-1.465,-73.120,290.649
"
-0.465",0.650,-0.876,-10.193,-66.589,284.668
"
-0.484",0.718,-0.793,-14.526,-65.857,289.062
"
-0.503",0.785,-0.725,-14.587,-64.453,295.227
"
-0.497",0.825,-0.633,-8.057,-62.683,304.565
"
-0.459",0.851,-0.578,5.432,-66.650,316.711
"
-0.332",0.798,-0.349,20.081,-87.646,326.599
"
-0.204",0.969,-0.551,25.635,-106.689,329.163
"
-0.088",1.017,-0.482,24.414,-93.506,328.308
"
-0.073",1.270,-0.487,11.414,-137.756,321.106
"
-0.085",1.407,-0.436,12.329,-152.771,316.406
"
-0.150",1.489,-0.417,18.677,-171.570,313.171
"
-0.197",1.605,-0.436,24.048,-186.279,316.711
