aX,aY,aZ,gX,gY,gZ
"
-0.198",1.706,-0.498,27.893,-199.707,326.111
"

-0.098",1.885,-0.559,19.043,-199.890,340.942
"
0.051",1.994,-0.440,6.226,-170.593,339.661
"
0.302",2.106,-0.176,-8.667,-145.752,334.290
"
0.589",2.203,0.214,-19.592,-136.841,325.745
"
0.953",2.289,0.649,-17.944,-122.681,311.035
"
1.376",2.264,0.746,0.122,-96.436,297.119
"
1.926",2.123,0.408,29.297,-29.602,276.917
"
2.591",2.015,-0.235,50.903,92.834,239.502
"
3.234",1.736,-1.324,62.561,229.675,182.861
"
3.497",0.857,-1.914,43.640,309.814,88.501
"
3.008",0.722,-1.715,-8.362,255.676,-23.376
"
1.976",1.175,-1.572,-48.279,81.787,-108.215
"
1.006",1.163,-1.494,-34.851,-81.604,-147.522
"
0.600",0.820,-1.423,4.517,-184.448,-144.165
"
0.568",0.603,-1.233,23.499,-242.615,-121.826
"
0.528",0.619,-0.895,17.273,-249.634,-118.347
"
0.438",0.661,-0.533,4.395,-199.829,-127.136
"
0.402",0.704,-0.325,-8.240,-116.760,-133.118
"
0.519",0.776,-0.332,-18.372,-18.494,-137.085
"
0.722",0.841,-0.511,-25.208,78.796,-143.860
"
0.924",0.900,-0.688,-27.893,141.663,-152.100
"
1.087",0.989,-0.984,-31.250,157.471,-163.879
"
1.174",1.019,-1.033,-34.119,158.081,-178.833
"
1.101",1.047,-1.010,-39.856,127.197,-195.923
"
0.902",1.037,-0.989,-42.908,82.703,-213.074
"
0.682",0.984,-0.908,-45.105,51.086,-224.243
"
0.520",0.943,-0.819,-47.424,38.879,-230.713
"
0.464",0.906,-0.760,-47.363,42.419,-231.934
"
0.482",0.850,-0.763,-43.640,54.810,-228.088
"
0.551",0.773,-0.788,-41.382,72.083,-225.525
"
0.625",0.791,-0.779,-45.410,91.003,-227.417
"
0.692",0.863,-0.742,-50.964,109.070,-230.896
"
0.750",0.889,-0.739,-52.307,120.239,-236.572
"
0.759",0.902,-0.732,-53.467,127.136,-246.582
"
0.705",0.913,-0.706,-54.688,131.897,-255.005
"
0.596",0.887,-0.655,-52.307,131.592,-259.827
"
0.450",0.839,-0.625,-47.180,130.188,-262.390
"
0.340",0.779,-0.620,-42.419,134.216,-263.062
"
0.280",0.716,-0.626,-39.795,141.296,-263.062
"
0.220",0.698,-0.631,-40.283,148.010,-263.672
"
0.232",0.738,-0.641,-42.236,152.893,-264.954
"
0.223",0.741,-0.663,-45.105,155.884,-269.348
"
0.100",0.736,-0.694,-47.424,153.992,-276.123
"
-0.041",0.757,-0.684,-47.485,151.367,-279.785
"
-0.076",0.821,-0.702,-47.424,149.170,-277.893
"
-0.058",0.810,-0.728,-48.645,150.818,-276.794
"
-0.118",0.806,-0.703,-51.880,150.513,-281.433
"
-0.301",0.784,-0.650,-56.763,143.677,-285.706
"
-0.472",0.789,-0.558,-60.120,136.902,-285.217
"
-0.536",0.864,-0.469,-61.218,134.583,-282.715
"
-0.630",0.945,-0.466,-56.519,131.226,-279.846
"
-0.767",0.960,-0.531,-49.133,123.962,-279.358
"
-0.896",0.919,-0.563,-45.654,116.028,-277.222
"
-0.960",0.917,-0.563,-45.837,103.821,-270.325
"
-0.998",0.855,-0.558,-46.814,88.257,-265.320
"
-1.063",0.754,-0.511,-46.448,70.190,-263.977
"
-1.176",0.725,-0.463,-42.847,46.692,-260.681
"
-1.325",0.717,-0.485,-35.217,26.733,-255.066
"
-1.465",0.638,-0.575,-29.175,17.761,-248.413
"
-1.604",0.594,-0.651,-28.564,13.611,-241.394
"
-1.755",0.569,-0.760,-28.381,7.385,-234.680
"
-2.031",0.453,-0.875,-24.353,-2.197,-220.093
"
-2.203",0.270,-1.000,-17.761,-20.508,-203.491
"
-3.994",-0.292,-0.979,-15.686,-34.119,-182.068
"
-4.000",-1.712,-0.262,-27.832,-3.906,-109.375
"
-3.376",-0.315,-1.333,-12.878,92.834,44.739
"
-1.331",-0.527,-0.999,28.137,116.028,108.276
